PredictFile,Created,Acc6m,Acc3m,Acc1m,AccSD6m,AccSD3m,Prev6m,Prev3m,Prev1m,PrevSD6m,PrevSD3m
ADA-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T17:14:41.766529Z,0.727,0.593,0.5,0.177,0.085,0.563,0.328,0.2,0.21,0.144
ADA-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T18:22:55.946284Z,0.699,0.442,0.111,0.131,0.306,0.634,0.453,0.333,0.203,0.226
ADA-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T19:24:46.766389Z,0.786,0.609,0.55,0.108,0.052,0.58,0.521,0.45,0.179,0.108
ADA-USD-predict-ensamble-gakknn-MEF.csv,2020-11-19T08:25:38.782487Z,0.727,0.595,0.5,0.053,0.1,0.65,0.452,0.3,0.21,0.236
ADA-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T09:51:16.086865Z,0.727,0.565,0.55,0.162,0.042,0.595,0.469,0.55,0.105,0.155
ADA-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T12:47:32.331456Z,0.743,0.62,0.55,0.099,0.082,0.58,0.509,0.45,0.175,0.118
ADA-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T14:18:35.877625Z,0.727,0.499,0.35,0.118,0.132,0.507,0.41,0.45,0.182,0.226
ADA-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T17:29:10.806707Z,0.699,0.604,0.5,0.114,0.091,0.544,0.319,0.4,0.205,0.083
ADA-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T18:40:21.844656Z,0.591,0.434,0.45,0.156,0.06,0.607,0.434,0.35,0.135,0.073
ADA-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T20:30:45.241021Z,0.742,0.56,0.5,0.144,0.057,0.547,0.449,0.4,0.155,0.146
ADA-USD-predict-ensamble-gakknn-MEM.csv,2020-11-20T07:56:48.092231Z,0.743,0.582,0.5,0.088,0.074,0.557,0.448,0.4,0.203,0.178
ADA-USD-predict-ensamble.csv,2020-11-03T16:16:41.526968Z,0.607,0.554,0.45,0.082,0.115,0.497,0.476,0.45,0.159,0.19
ADA-USD-predict-glmLDC-ensamble.csv,2020-10-29T16:17:45.807998Z,0.64,0.538,0.5,0.136,0.065,0.541,0.416,0.3,0.167,0.125
ADA-USD-predict-glmLDD-ensamble.csv,2020-11-03T16:19:44.073391Z,0.597,0.527,0.5,0.164,0.047,0.519,0.427,0.3,0.168,0.142
ADA-USD-predict-glmLDF-ensamble.csv,2020-10-30T18:45:15.900756Z,0.591,0.559,0.4,0.143,0.155,0.502,0.305,0.2,0.224,0.241
ADA-USD-predict-glmLDG-ensamble.csv,2020-11-04T09:26:57.404535Z,0.591,0.559,0.5,0.133,0.102,0.524,0.449,0.4,0.158,0.146
ADA-USD-predict-kknnLDA-ensamble.csv,2020-11-03T15:38:51.608166Z,0.663,0.523,0.45,0.128,0.184,0.541,0.5,0.55,0.13,0.06
ADA-USD-predict-kknnLDAA-ensamble.csv,2020-11-03T15:38:51.608181Z,0.668,0.534,0.45,0.116,0.144,0.524,0.466,0.55,0.14,0.117
ADA-USD-predict-kknnLDAB-ensamble.csv,2020-11-03T15:38:51.608195Z,0.651,0.548,0.4,0.109,0.13,0.475,0.493,0.6,0.216,0.226
ADA-USD-predict-kknnLDAC-ensamble.csv,2020-11-03T15:38:51.608210Z,0.64,0.588,0.55,0.099,0.033,0.486,0.432,0.45,0.196,0.19
ADA-USD-predict-kknnLDAD-ensamble.csv,2020-11-01T12:19:18.211682Z,0.619,0.587,0.45,0.118,0.13,0.453,0.387,0.35,0.216,0.241
ADA-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T14:16:54.601690Z,0.668,0.598,0.45,0.135,0.133,0.491,0.455,0.65,0.193,0.231
ADA-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T14:17:33.869700Z,0.651,0.664,0.55,0.142,0.112,0.475,0.577,0.85,0.148,0.275
ADA-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T17:29:09.864425Z,0.69,0.577,0.45,0.111,0.113,0.557,0.531,0.55,0.202,0.222
ADA-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T19:02:46.349020Z,0.608,0.598,0.55,0.172,0.048,0.421,0.454,0.55,0.215,0.253
ADA-USD-predict-kknnLDB-ensamble.csv,2020-11-04T14:37:18.573538Z,0.613,0.564,0.35,0.174,0.198,0.459,0.256,0.25,0.233,0.16
ADA-USD-predict-kknnLDD-ensamble.csv,2020-11-05T14:32:39.300482Z,0.64,0.621,0.55,0.087,0.062,0.531,0.301,0.15,0.177,0.151
ADA-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T14:41:30.392391Z,0.597,0.554,0.45,0.167,0.115,0.573,0.379,0.35,0.123,0.036
ADA-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T17:15:34.286766Z,0.614,0.638,0.7,0.207,0.054,0.492,0.374,0.4,0.193,0.023
ADA-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T19:47:38.031799Z,0.646,0.561,0.5,0.144,0.067,0.6,0.517,0.6,0.109,0.073
ADA-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:38:35.114127Z,0.652,0.565,0.55,0.163,0.042,0.465,0.378,0.35,0.195,0.095
ADA-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:32:24.661854Z,0.635,0.587,0.55,0.137,0.051,0.437,0.401,0.55,0.137,0.142
ADA-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T12:09:32.479677Z,0.623,0.561,0.7,0.132,0.134,0.58,0.516,0.4,0.089,0.104
ADA-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:57:18.236938Z,0.608,0.504,0.3,0.131,0.177,0.475,0.272,0.1,0.237,0.195
ADA-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:14:46.048083Z,0.603,0.581,0.5,0.181,0.09,0.437,0.175,0.1,0.249,0.066
ADA-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:59:18.755439Z,0.646,0.57,0.4,0.134,0.157,0.57,0.462,0.3,0.158,0.167
ADA-USD-predict-kknnLDJ-ensamble.csv,2020-11-08T08:08:10.534902Z,0.668,0.643,0.55,0.125,0.092,0.426,0.41,0.35,0.17,0.15
ADA-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T10:14:32.852531Z,0.619,0.587,0.45,0.15,0.119,0.519,0.442,0.25,0.141,0.239
ADA-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T11:02:21.228545Z,0.705,0.571,0.5,0.071,0.062,0.584,0.449,0.3,0.108,0.132
ADA-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T12:37:27.475721Z,0.624,0.521,0.35,0.153,0.151,0.48,0.41,0.25,0.152,0.166
ADA-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T13:17:08.627995Z,0.613,0.538,0.5,0.132,0.034,0.524,0.373,0.3,0.136,0.064
ADA-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:53:05.476328Z,0.679,0.566,0.45,0.162,0.126,0.459,0.324,0.35,0.174,0.05
ADA-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:39:02.233839Z,0.652,0.638,0.6,0.139,0.083,0.476,0.394,0.3,0.168,0.111
ADA-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:58:29.585062Z,0.585,0.576,0.55,0.144,0.091,0.465,0.424,0.45,0.157,0.06
ADA-USD-predict-kknnLDJI-ensamble.csv,2020-11-09T19:40:22.106438Z,0.548,0.539,0.6,0.176,0.054,0.46,0.406,0.3,0.198,0.092
ADA-USD-predict-kknnLDJJ-ensamble.csv,2020-11-09T20:18:59.789733Z,0.592,0.604,0.6,0.167,0.072,0.525,0.484,0.4,0.202,0.083
ADA-USD-predict-kknnLDJK-ensamble.csv,2020-11-10T08:08:24.279212Z,0.585,0.488,0.45,0.12,0.111,0.542,0.511,0.35,0.123,0.177
ADA-USD-predict-kknnLDK-ensamble.csv,2020-11-08T16:36:37.350503Z,0.657,0.534,0.45,0.151,0.144,0.514,0.431,0.25,0.149,0.245
ADA-USD-predict-kknnLDL-ensamble.csv,2020-11-08T17:21:39.323482Z,0.59,0.638,0.7,0.103,0.054,0.48,0.528,0.6,0.226,0.063
ADA-USD-predict-kknnLDM-ensamble.csv,2020-11-08T18:06:57.215540Z,0.615,0.539,0.35,0.176,0.177,0.468,0.283,0.05,0.157,0.242
ADA-USD-predict-kknnLDN-ensamble.csv,2020-11-09T10:13:29.467239Z,0.646,0.577,0.45,0.156,0.125,0.525,0.41,0.25,0.119,0.166
ADA-USD-predict-kknnLDO-ensamble.csv,2020-11-09T14:36:05.535553Z,0.635,0.509,0.25,0.134,0.228,0.404,0.354,0.35,0.258,0.256
ADA-USD-predict-kknnLDP-ensamble.csv,2020-11-10T14:20:58.144577Z,0.734,0.692,0.6,0.126,0.085,0.591,0.394,0.2,0.15,0.17
ADA-USD-predict-kknnLDQ-ensamble.csv,2020-11-10T17:14:17.181104Z,0.728,0.544,0.45,0.165,0.092,0.509,0.325,0.35,0.245,0.031
ADA-USD-predict-kknnLDQA-ensamble.csv,2020-11-11T12:23:21.224941Z,0.744,0.599,0.55,0.111,0.06,0.515,0.454,0.35,0.256,0.166
ADA-USD-predict-kknnLDR-ensamble.csv,2020-11-11T13:38:27.557500Z,0.673,0.434,0.35,0.154,0.077,0.596,0.512,0.55,0.085,0.053
ADA-USD-predict-xgblinearLN-ensamble.csv,2020-10-26T08:29:35.295583Z,0.689,0.59,0.55,0.135,0.226,0.601,0.454,0.25,0.086,0.198
BAT-USD-predict-ensamble-gakknn-MA.csv,2020-11-14T11:52:57.852454Z,0.766,0.573,0.5,0.075,0.17,0.48,0.455,0.55,0.129,0.163
BAT-USD-predict-ensamble-gakknn-MAA.csv,2020-11-14T20:13:04.060657Z,0.716,0.577,0.45,0.036,0.144,0.541,0.485,0.7,0.136,0.187
BAT-USD-predict-ensamble-gakknn-MAB.csv,2020-11-14T21:17:43.176423Z,0.711,0.627,0.5,0.149,0.134,0.493,0.469,0.55,0.096,0.127
BAT-USD-predict-ensamble-gakknn-MAC.csv,2020-11-14T22:07:31.404421Z,0.753,0.478,0.45,0.11,0.048,0.557,0.472,0.5,0.159,0.035
BAT-USD-predict-ensamble-gakknn-MAD.csv,2020-11-15T09:49:16.984153Z,0.776,0.617,0.6,0.069,0.142,0.579,0.501,0.65,0.119,0.132
BAT-USD-predict-ensamble-gakknn-MAE.csv,2020-11-15T12:09:24.328929Z,0.527,0.421,0.429,0.13,0.033,0.491,0.5,0.357,0.2,0.173
BAT-USD-predict-ensamble-gakknn-MAF.csv,2020-11-15T13:18:08.737570Z,0.557,0.533,0.55,0.061,0.044,0.687,0.54,0.5,0.152,0.043
BAT-USD-predict-ensamble-gakknn-MAG.csv,2020-11-15T14:16:49.259425Z,0.632,0.75,0.333,0.315,0.363,0.084,0,0,0.188,0
BAT-USD-predict-ensamble-gakknn-MAH.csv,2020-11-15T15:20:13.124242Z,0.677,0.429,0.4,0.123,0.062,0.514,0.368,0.55,0.19,0.175
BAT-USD-predict-ensamble-gakknn-MB.csv,2020-11-15T17:49:46.247405Z,0.623,0.524,0.65,0.123,0.152,0.643,0.373,0.4,0.225,0.095
BAT-USD-predict-ensamble-gakknn-MBA.csv,2020-11-15T19:21:20.957935Z,0.597,0.468,0.45,0.09,0.124,0.618,0.746,0.7,0.217,0.141
BAT-USD-predict-ensamble-gakknn-MBB.csv,2020-11-15T20:04:16.101345Z,0.546,0.482,0.6,0.124,0.111,0.448,0.657,0.75,0.168,0.092
BAT-USD-predict-ensamble-gakknn-MBC.csv,2020-11-15T21:10:55.507802Z,0.743,0.6,0.65,0.052,0.101,0.459,0.319,0.6,0.193,0.256
BAT-USD-predict-ensamble-gakknn-MBD.csv,2020-11-15T22:32:03.452592Z,0.694,0.522,0.55,0.134,0.048,0.651,0.354,0.3,0.119,0.256
BAT-USD-predict-ensamble-gakknn-MBE.csv,2020-11-16T09:16:52.083213Z,0.651,0.484,0.5,0.11,0.028,0.629,0.709,0.85,0.142,0.128
BAT-USD-predict-ensamble-gakknn-MC.csv,2020-11-16T11:34:14.082859Z,0.742,0.576,0.55,0.132,0.091,0.579,0.438,0.4,0.133,0.128
BAT-USD-predict-ensamble-gakknn-MCA.csv,2020-11-16T12:38:10.910722Z,0.753,0.478,0.45,0.153,0.026,0.59,0.451,0.5,0.125,0.05
BAT-USD-predict-ensamble-gakknn-MCB.csv,2020-11-16T14:11:45.780645Z,0.671,0.722,0.75,0.214,0.21,0.622,0.778,1,0.324,0.385
BAT-USD-predict-ensamble-gakknn-MCC.csv,2020-11-16T15:55:35.217985Z,0.743,0.482,0.4,0.169,0.115,0.568,0.369,0.25,0.1,0.147
BAT-USD-predict-ensamble-gakknn-MCD.csv,2020-11-16T16:46:44.827506Z,0.739,0.55,0.6,0.132,0.06,0.543,0.313,0.35,0.15,0.042
BAT-USD-predict-ensamble-gakknn-MCE.csv,2020-11-16T18:38:03.025417Z,0.596,0.514,0.733,0.115,0.19,0.824,0.783,0.8,0.229,0.225
BAT-USD-predict-ensamble-gakknn-MCF.csv,2020-11-16T17:54:25.616832Z,0.72,0.472,0.5,0.168,0.063,0.58,0.304,0.25,0.125,0.176
BAT-USD-predict-ensamble-gakknn-MD.csv,2020-11-16T20:07:19.328028Z,0.57,0.494,0.647,0.15,0.134,0.621,0.592,0.706,0.329,0.349
BAT-USD-predict-ensamble-gakknn-MDA.csv,2020-11-16T21:57:50.233489Z,0.638,0.576,0.556,0.088,0.105,0.519,0.613,0.667,0.169,0.113
BAT-USD-predict-ensamble-gakknn-MDB.csv,2020-11-17T08:06:35.776370Z,0.612,0.466,0.55,0.131,0.077,0.428,0.551,0.6,0.189,0.103
BAT-USD-predict-ensamble-gakknn-MDC.csv,2020-11-17T09:17:27.622705Z,0.726,0.495,0.6,0.156,0.094,0.587,0.602,0.65,0.179,0.259
BAT-USD-predict-ensamble-gakknn-MDD.csv,2020-11-17T12:12:39.475239Z,0.689,0.55,0.7,0.126,0.13,0.494,0.448,0.65,0.173,0.233
BAT-USD-predict-ensamble-gakknn-MDE.csv,2020-11-17T13:14:11.125397Z,0.676,0.644,0.333,0.201,0.336,0.178,0,0,0.2,0
BAT-USD-predict-ensamble-gakknn-ME.csv,2020-11-17T14:15:41.284027Z,0.656,0.529,0.4,0.132,0.169,0.535,0.454,0.45,0.062,0.024
BAT-USD-predict-ensamble-gakknn-MEA.csv,2020-11-17T15:26:35.212452Z,0.655,0.488,0.35,0.098,0.122,0.544,0.309,0.2,0.108,0.166
BAT-USD-predict-ensamble-gakknn-MEB.csv,2020-11-17T16:21:12.926073Z,0.78,0.58,0.6,0.078,0.12,0.511,0.427,0.25,0.106,0.157
BAT-USD-predict-ensamble-gakknn-MEC.csv,2020-11-17T17:14:41.821196Z,0.679,0.563,0.65,0.165,0.092,0.533,0.467,0.4,0.084,0.058
BAT-USD-predict-ensamble-gakknn-MED.csv,2020-11-17T18:22:55.996514Z,0.617,0.554,0.615,0.144,0.082,0.454,0.565,0.538,0.126,0.081
BAT-USD-predict-ensamble-gakknn-MEE.csv,2020-11-17T19:24:46.815236Z,0.693,0.452,0.5,0.09,0.113,0.573,0.477,0.45,0.104,0.062
BAT-USD-predict-ensamble-gakknn-MEF.csv,2020-11-19T08:25:38.833808Z,0.661,0.518,0.5,0.138,0.095,0.508,0.445,0.55,0.181,0.213
BAT-USD-predict-ensamble-gakknn-MEG.csv,2020-11-19T09:51:16.131869Z,0.694,0.539,0.7,0.159,0.142,0.597,0.631,0.45,0.114,0.157
BAT-USD-predict-ensamble-gakknn-MEH.csv,2020-11-19T12:47:32.379397Z,0.644,0.418,0.4,0.085,0.074,0.546,0.455,0.45,0.149,0.124
BAT-USD-predict-ensamble-gakknn-MEI.csv,2020-11-19T14:18:35.923049Z,0.656,0.517,0.4,0.088,0.136,0.492,0.333,0.05,0.087,0.249
BAT-USD-predict-ensamble-gakknn-MEJ.csv,2020-11-19T17:29:10.854110Z,0.655,0.498,0.45,0.136,0.13,0.535,0.473,0.7,0.147,0.205
BAT-USD-predict-ensamble-gakknn-MEK.csv,2020-11-19T18:40:21.902385Z,0.65,0.511,0.45,0.081,0.053,0.498,0.363,0.4,0.113,0.039
BAT-USD-predict-ensamble-gakknn-MEL.csv,2020-11-19T20:30:45.307348Z,0.689,0.516,0.5,0.123,0.028,0.514,0.468,0.55,0.105,0.081
BAT-USD-predict-ensamble-gakknn-MEM.csv,2020-11-20T07:56:48.147108Z,0.627,0.439,0.4,0.108,0.042,0.519,0.444,0.35,0.048,0.085
BAT-USD-predict-ensamble.csv,2020-11-03T16:33:54.812521Z,0.53,0.527,0.4,0.096,0.112,0.389,0.378,0.35,0.134,0.127
BAT-USD-predict-glmLDAB-ensamble.csv,2020-10-30T09:02:35.821492Z,0.541,0.548,0.5,0.082,0.113,0.39,0.478,0.55,0.172,0.098
BAT-USD-predict-glmLDB-ensamble.csv,2020-10-29T14:55:58.568228Z,0.58,0.556,0.55,0.091,0.075,0.481,0.525,0.6,0.239,0.231
BAT-USD-predict-glmLDC-ensamble.csv,2020-10-29T16:17:45.862282Z,0.52,0.5,0.55,0.159,0.044,0.399,0.482,0.5,0.139,0.173
BAT-USD-predict-glmLDD-ensamble.csv,2020-11-03T16:36:00.740516Z,0.537,0.522,0.55,0.171,0.026,0.46,0.46,0.5,0.191,0.177
BAT-USD-predict-glmLDF-ensamble.csv,2020-10-30T18:50:32.311625Z,0.553,0.587,0.55,0.113,0.079,0.422,0.494,0.6,0.193,0.168
BAT-USD-predict-glmLDG-ensamble.csv,2020-11-04T09:26:57.401218Z,0.585,0.62,0.45,0.095,0.15,0.378,0.439,0.5,0.133,0.067
BAT-USD-predict-kknnLDA-ensamble.csv,2020-11-03T15:38:51.608257Z,0.624,0.533,0.45,0.118,0.076,0.525,0.537,0.6,0.129,0.149
BAT-USD-predict-kknnLDAA-ensamble.csv,2020-11-03T15:38:51.608284Z,0.624,0.533,0.45,0.118,0.076,0.525,0.537,0.6,0.129,0.149
BAT-USD-predict-kknnLDAB-ensamble.csv,2020-11-03T15:38:51.608563Z,0.706,0.481,0.3,0.21,0.189,0.509,0.512,0.65,0.079,0.12
BAT-USD-predict-kknnLDAD-ensamble.csv,2020-11-01T12:19:18.208467Z,0.667,0.544,0.45,0.056,0.082,0.481,0.372,0.4,0.157,0.128
BAT-USD-predict-kknnLDAE-ensamble.csv,2020-11-03T14:10:11.615993Z,0.585,0.593,0.7,0.096,0.141,0.498,0.565,0.75,0.154,0.212
BAT-USD-predict-kknnLDAF-ensamble.csv,2020-11-01T14:17:33.867084Z,0.586,0.582,0.6,0.105,0.043,0.529,0.532,0.65,0.127,0.201
BAT-USD-predict-kknnLDAG-ensamble.csv,2020-11-03T17:31:27.483459Z,0.553,0.547,0.5,0.124,0.176,0.465,0.432,0.55,0.23,0.231
BAT-USD-predict-kknnLDAH-ensamble.csv,2020-11-03T18:59:49.959331Z,0.58,0.592,0.6,0.112,0.089,0.438,0.544,0.85,0.193,0.327
BAT-USD-predict-kknnLDB-ensamble.csv,2020-11-04T14:37:18.567093Z,0.629,0.561,0.6,0.067,0.067,0.498,0.499,0.55,0.122,0.116
BAT-USD-predict-kknnLDC-ensamble.csv,2020-11-04T17:22:26.541982Z,0.629,0.522,0.35,0.089,0.16,0.508,0.417,0.5,0.144,0.104
BAT-USD-predict-kknnLDD-ensamble.csv,2020-11-05T14:32:39.297712Z,0.586,0.665,0.65,0.139,0.062,0.574,0.461,0.5,0.169,0.082
BAT-USD-predict-kknnLDDA-ensamble.csv,2020-11-06T16:34:06.881468Z,0.596,0.611,0.75,0.082,0.133,0.573,0.428,0.4,0.078,0.026
BAT-USD-predict-kknnLDDB-ensamble.csv,2020-11-06T17:15:34.356147Z,0.613,0.523,0.65,0.127,0.117,0.471,0.549,0.6,0.157,0.072
BAT-USD-predict-kknnLDDC-ensamble.csv,2020-11-06T19:47:38.029045Z,0.591,0.461,0.3,0.116,0.139,0.568,0.467,0.45,0.082,0.028
BAT-USD-predict-kknnLDDD-ensamble.csv,2020-11-06T20:38:35.111079Z,0.623,0.556,0.65,0.074,0.1,0.45,0.372,0.3,0.243,0.098
BAT-USD-predict-kknnLDDE-ensamble.csv,2020-11-06T21:32:24.721097Z,0.629,0.534,0.65,0.089,0.115,0.609,0.692,0.6,0.151,0.085
BAT-USD-predict-kknnLDDF-ensamble.csv,2020-11-07T12:09:32.548659Z,0.59,0.522,0.55,0.087,0.048,0.613,0.571,0.5,0.084,0.067
BAT-USD-predict-kknnLDE-ensamble.csv,2020-11-06T12:57:18.240273Z,0.64,0.532,0.35,0.072,0.164,0.499,0.351,0.2,0.185,0.131
BAT-USD-predict-kknnLDF-ensamble.csv,2020-11-07T20:14:46.118707Z,0.586,0.584,0.6,0.135,0.125,0.629,0.696,0.55,0.108,0.162
BAT-USD-predict-kknnLDH-ensamble.csv,2020-11-07T20:59:18.814372Z,0.613,0.505,0.4,0.131,0.091,0.613,0.522,0.45,0.052,0.075
BAT-USD-predict-kknnLDJA-ensamble.csv,2020-11-08T10:14:32.921856Z,0.602,0.598,0.55,0.1,0.069,0.612,0.473,0.5,0.091,0.025
BAT-USD-predict-kknnLDJB-ensamble.csv,2020-11-08T11:02:21.285006Z,0.575,0.577,0.55,0.113,0.033,0.584,0.473,0.5,0.094,0.025
BAT-USD-predict-kknnLDJC-ensamble.csv,2020-11-08T12:37:27.553401Z,0.591,0.609,0.55,0.1,0.088,0.623,0.484,0.5,0.109,0.017
BAT-USD-predict-kknnLDJD-ensamble.csv,2020-11-08T13:17:08.686066Z,0.586,0.56,0.5,0.135,0.057,0.52,0.501,0.65,0.157,0.135
BAT-USD-predict-kknnLDJF-ensamble.csv,2020-11-08T13:53:05.529241Z,0.63,0.61,0.55,0.11,0.079,0.476,0.484,0.7,0.153,0.192
BAT-USD-predict-kknnLDJG-ensamble.csv,2020-11-09T16:39:02.335742Z,0.58,0.56,0.5,0.108,0.057,0.513,0.489,0.55,0.092,0.079
BAT-USD-predict-kknnLDJH-ensamble.csv,2020-11-09T18:58:29.582331Z,0.623,0.538,0.5,0.092,0.041,0.557,0.456,0.45,0.073,0.026
