Date,buy,sell,Action,ActionID
2017-03-25,13,7,buy,1
2017-03-26,13,6,buy,1
2017-03-27,15,4,buy,1
2017-03-28,16,4,buy,1
2017-03-29,17,3,buy,1
2017-03-30,11,9,buy,1
2017-03-31,9,11,sell,0
2017-04-01,11,9,buy,1
2017-04-02,15,5,buy,1
2017-04-03,17,3,buy,1
2017-04-04,17,3,buy,1
2017-04-05,7,12,sell,0
2017-04-06,8,12,sell,0
2017-04-07,2,18,sell,0
2017-04-08,6,14,sell,0
2017-04-09,4,16,sell,0
2017-04-10,2,18,sell,0
2017-04-11,9,11,sell,0
2017-04-12,13,7,buy,1
2017-04-13,15,5,buy,1
2017-04-14,8,12,sell,0
2017-04-15,15,5,buy,1
2017-04-16,16,4,buy,1
2017-04-17,14,6,buy,1
2017-04-18,7,13,sell,0
2017-04-19,4,16,sell,0
2017-04-20,16,4,buy,1
2017-04-21,19,1,buy,1
2017-04-22,18,2,buy,1
2017-04-23,20,0,buy,1
2017-04-24,19,1,buy,1
2017-04-25,15,5,buy,1
2017-04-26,13,7,buy,1
2017-04-27,1,19,sell,0
2017-04-28,4,16,sell,0
2017-04-29,17,2,buy,1
2017-04-30,18,2,buy,1
2017-05-01,13,7,buy,1
2017-05-02,13,7,buy,1
2017-05-03,12,8,buy,1
2017-05-04,12,8,buy,1
2017-05-05,14,6,buy,1
2017-05-06,19,1,buy,1
2017-05-07,19,1,buy,1
2017-05-08,9,11,sell,0
2017-05-09,11,9,buy,1
2017-05-10,10,10,neutral,2
2017-05-11,2,18,sell,0
2017-05-12,0,20,sell,0
2017-05-13,0,20,sell,0
2017-05-14,12,8,buy,1
2017-05-15,3,17,sell,0
2017-05-16,6,14,sell,0
2017-05-17,10,10,neutral,2
2017-05-18,17,3,buy,1
2017-05-19,14,6,buy,1
2017-05-20,4,16,sell,0
2017-05-21,3,17,sell,0
2017-05-22,0,20,sell,0
2017-05-23,11,9,buy,1
2017-05-24,11,9,buy,1
2017-05-25,9,11,sell,0
2017-05-26,10,10,neutral,2
2017-05-27,15,5,buy,1
2017-05-28,18,2,buy,1
2017-05-29,19,1,buy,1
2017-05-30,14,6,buy,1
2017-05-31,15,5,buy,1
2017-06-01,17,3,buy,1
2017-06-02,16,4,buy,1
2017-06-03,6,14,sell,0
2017-06-04,1,19,sell,0
2017-06-05,15,5,buy,1
2017-06-06,17,3,buy,1
2017-06-07,4,16,sell,0
2017-06-08,10,10,neutral,2
2017-06-09,16,4,buy,1
2017-06-10,16,4,buy,1
2017-06-11,19,1,buy,1
2017-06-12,8,12,sell,0
2017-06-13,5,15,sell,0
2017-06-14,6,14,sell,0
2017-06-15,1,19,sell,0
2017-06-16,11,9,buy,1
2017-06-17,16,4,buy,1
2017-06-18,14,6,buy,1
2017-06-19,14,6,buy,1
2017-06-20,11,9,buy,1
2017-06-21,0,20,sell,0
2017-06-22,7,13,sell,0
2017-06-23,9,11,sell,0
2017-06-24,1,18,sell,0
2017-06-25,3,16,sell,0
2017-06-26,0,20,sell,0
2017-06-27,1,19,sell,0
2017-06-28,15,5,buy,1
2017-06-29,11,9,buy,1
2017-06-30,1,19,sell,0
2017-07-01,0,20,sell,0
2017-07-02,15,5,buy,1
2017-07-03,15,5,buy,1
2017-07-04,16,4,buy,1
2017-07-05,14,6,buy,1
2017-07-06,7,13,sell,0
2017-07-07,2,18,sell,0
2017-07-08,14,6,buy,1
2017-07-09,13,7,buy,1
2017-07-10,4,16,sell,0
2017-07-11,3,17,sell,0
2017-07-12,16,4,buy,1
2017-07-13,10,10,neutral,2
2017-07-14,0,20,sell,0
2017-07-15,0,20,sell,0
2017-07-16,6,14,sell,0
2017-07-17,19,1,buy,1
2017-07-18,18,2,buy,1
2017-07-19,6,14,sell,0
2017-07-20,15,5,buy,1
2017-07-21,19,1,buy,1
2017-07-22,15,5,buy,1
2017-07-23,1,19,sell,0
2017-07-24,0,20,sell,0
2017-07-25,0,20,sell,0
2017-07-26,3,17,sell,0
2017-07-27,6,14,sell,0
2017-07-28,0,20,sell,0
2017-07-29,4,16,sell,0
2017-07-30,15,5,buy,1
2017-07-31,20,0,buy,1
2017-08-01,16,4,buy,1
2017-08-02,12,8,buy,1
2017-08-03,10,10,neutral,2
2017-08-04,17,3,buy,1
2017-08-05,20,0,buy,1
2017-08-06,15,5,buy,1
2017-08-07,14,6,buy,1
2017-08-08,18,2,buy,1
2017-08-09,18,2,buy,1
2017-08-10,9,11,sell,0
2017-08-11,5,15,sell,0
2017-08-12,7,13,sell,0
2017-08-13,5,15,sell,0
2017-08-14,5,15,sell,0
2017-08-15,0,20,sell,0
2017-08-16,6,14,sell,0
2017-08-17,14,6,buy,1
2017-08-18,19,1,buy,1
2017-08-19,12,8,buy,1
2017-08-20,17,3,buy,1
2017-08-21,19,1,buy,1
2017-08-22,14,6,buy,1
2017-08-23,19,1,buy,1
2017-08-24,14,6,buy,1
2017-08-25,10,10,neutral,2
2017-08-26,16,4,buy,1
2017-08-27,17,3,buy,1
2017-08-28,18,2,buy,1
2017-08-29,11,9,buy,1
2017-08-30,11,9,buy,1
2017-08-31,19,1,buy,1
2017-09-01,9,11,sell,0
2017-09-02,10,10,neutral,2
2017-09-03,3,17,sell,0
2017-09-04,7,13,sell,0
2017-09-05,5,15,sell,0
2017-09-06,10,10,neutral,2
2017-09-07,13,7,buy,1
2017-09-08,3,16,sell,0
2017-09-09,1,18,sell,0
2017-09-10,1,18,sell,0
2017-09-11,14,6,buy,1
2017-09-12,16,4,buy,1
2017-09-13,3,17,sell,0
2017-09-14,13,7,buy,1
2017-09-15,13,7,buy,1
2017-09-16,11,9,buy,1
2017-09-17,7,13,sell,0
2017-09-18,20,0,buy,1
2017-09-19,15,5,buy,1
2017-09-20,7,13,sell,0
2017-09-21,0,20,sell,0
2017-09-22,4,15,sell,0
2017-09-23,14,5,buy,1
2017-09-24,10,10,neutral,2
2017-09-25,19,1,buy,1
2017-09-26,20,0,buy,1
2017-09-27,16,4,buy,1
2017-09-28,15,5,buy,1
2017-09-29,2,18,sell,0
2017-09-30,11,9,buy,1
2017-10-01,10,10,neutral,2
2017-10-02,8,12,sell,0
2017-10-03,2,18,sell,0
2017-10-04,1,19,sell,0
2017-10-05,2,18,sell,0
2017-10-06,14,6,buy,1
2017-10-07,17,3,buy,1
2017-10-08,15,5,buy,1
2017-10-09,2,18,sell,0
2017-10-10,8,12,sell,0
2017-10-11,9,11,sell,0
2017-10-12,18,2,buy,1
2017-10-13,16,4,buy,1
2017-10-14,19,1,buy,1
2017-10-15,20,0,buy,1
2017-10-16,7,13,sell,0
2017-10-17,1,19,sell,0
2017-10-18,0,20,sell,0
2017-10-19,7,13,sell,0
2017-10-20,10,10,neutral,2
2017-10-21,5,15,sell,0
2017-10-22,3,17,sell,0
2017-10-23,1,19,sell,0
2017-10-24,13,7,buy,1
2017-10-25,16,4,buy,1
2017-10-26,10,10,neutral,2
2017-10-27,10,10,neutral,2
2017-10-28,14,6,buy,1
2017-10-29,15,5,buy,1
2017-10-30,20,0,buy,1
2017-10-31,6,14,sell,0
2017-11-01,2,18,sell,0
2017-11-02,3,17,sell,0
2017-11-03,17,3,buy,1
2017-11-04,12,8,buy,1
2017-11-05,7,13,sell,0
2017-11-06,11,9,buy,1
2017-11-07,17,2,buy,1
2017-11-08,18,2,buy,1
2017-11-09,18,2,buy,1
2017-11-10,6,14,sell,0
2017-11-11,10,10,neutral,2
2017-11-12,2,18,sell,0
2017-11-13,17,3,buy,1
2017-11-14,19,1,buy,1
2017-11-15,18,2,buy,1
2017-11-16,20,0,buy,1
2017-11-17,17,3,buy,1
2017-11-18,17,3,buy,1
2017-11-19,19,1,buy,1
2017-11-20,17,3,buy,1
2017-11-21,8,12,sell,0
2017-11-22,15,5,buy,1
2017-11-23,20,0,buy,1
2017-11-24,19,1,buy,1
2017-11-25,20,0,buy,1
2017-11-26,16,4,buy,1
2017-11-27,19,1,buy,1
2017-11-28,19,1,buy,1
2017-11-29,13,7,buy,1
2017-11-30,3,17,sell,0
2017-12-01,15,5,buy,1
2017-12-02,19,1,buy,1
2017-12-03,18,2,buy,1
2017-12-04,14,6,buy,1
2017-12-05,13,7,buy,1
2017-12-06,8,12,sell,0
2017-12-07,1,19,sell,0
2017-12-08,7,13,sell,0
2017-12-09,9,11,sell,0
2017-12-10,14,6,buy,1
2017-12-11,14,6,buy,1
2017-12-12,6,14,sell,0
2017-12-13,7,13,sell,0
2017-12-14,3,17,sell,0
2017-12-15,10,10,neutral,2
2017-12-16,18,2,buy,1
2017-12-17,19,1,buy,1
2017-12-18,18,2,buy,1
2017-12-19,17,3,buy,1
2017-12-20,2,18,sell,0
2017-12-21,7,13,sell,0
2017-12-22,10,10,neutral,2
2017-12-23,11,9,buy,1
2017-12-24,5,15,sell,0
2017-12-25,11,9,buy,1
2017-12-26,14,6,buy,1
2017-12-27,4,16,sell,0
2017-12-28,0,20,sell,0
2017-12-29,1,19,sell,0
2017-12-30,1,19,sell,0
2017-12-31,7,13,sell,0
2018-01-01,15,5,buy,1
2018-01-02,20,0,buy,1
2018-01-03,14,6,buy,1
2018-01-04,5,15,sell,0
2018-01-05,16,4,buy,1
2018-01-06,18,2,buy,1
2018-01-07,13,7,buy,1
2018-01-08,6,14,sell,0
2018-01-09,1,19,sell,0
2018-01-10,2,18,sell,0
2018-01-11,1,19,sell,0
2018-01-12,6,14,sell,0
2018-01-13,19,1,buy,1
2018-01-14,11,9,buy,1
2018-01-15,7,13,sell,0
2018-01-16,7,13,sell,0
2018-01-17,11,9,buy,1
2018-01-18,17,3,buy,1
2018-01-19,18,2,buy,1
2018-01-20,20,0,buy,1
2018-01-21,7,13,sell,0
2018-01-22,0,20,sell,0
2018-01-23,1,19,sell,0
2018-01-24,13,7,buy,1
2018-01-25,13,7,buy,1
2018-01-26,2,18,sell,0
2018-01-27,15,5,buy,1
2018-01-28,17,3,buy,1
2018-01-29,6,14,sell,0
2018-01-30,1,19,sell,0
2018-01-31,1,19,sell,0
2018-02-01,2,18,sell,0
2018-02-02,12,8,buy,1
2018-02-03,7,13,sell,0
2018-02-04,14,6,buy,1
2018-02-05,12,8,buy,1
2018-02-06,4,15,sell,0
2018-02-07,15,5,buy,1
2018-02-08,19,1,buy,1
2018-02-09,19,1,buy,1
2018-02-10,13,7,buy,1
2018-02-11,3,17,sell,0
2018-02-12,17,3,buy,1
2018-02-13,14,6,buy,1
2018-02-14,12,8,buy,1
2018-02-15,18,2,buy,1
2018-02-16,14,6,buy,1
2018-02-17,15,5,buy,1
2018-02-18,4,15,sell,0
2018-02-19,6,13,sell,0
2018-02-20,20,0,buy,1
2018-02-21,3,17,sell,0
2018-02-22,0,20,sell,0
2018-02-23,7,13,sell,0
2018-02-24,14,6,buy,1
2018-02-25,18,2,buy,1
2018-02-26,19,1,buy,1
2018-02-27,7,13,sell,0
2018-02-28,1,19,sell,0
2018-03-01,5,15,sell,0
2018-03-02,9,11,sell,0
2018-03-03,12,8,buy,1
2018-03-04,5,15,sell,0
2018-03-05,12,8,buy,1
2018-03-06,2,18,sell,0
2018-03-07,0,19,sell,0
2018-03-08,1,18,sell,0
2018-03-09,3,17,sell,0
2018-03-10,11,9,buy,1
2018-03-11,12,8,buy,1
2018-03-12,6,14,sell,0
2018-03-13,0,20,sell,0
2018-03-14,0,20,sell,0
2018-03-15,0,20,sell,0
2018-03-16,10,10,neutral,2
2018-03-17,2,18,sell,0
2018-03-18,1,19,sell,0
2018-03-19,15,5,buy,1
2018-03-20,19,1,buy,1
2018-03-21,18,2,buy,1
2018-03-22,4,16,sell,0
2018-03-23,3,17,sell,0
2018-03-24,4,16,sell,0
2018-03-25,5,15,sell,0
2018-03-26,2,18,sell,0
2018-03-27,0,20,sell,0
2018-03-28,4,16,sell,0
2018-03-29,4,16,sell,0
2018-03-30,6,14,sell,0
2018-03-31,12,8,buy,1
2018-04-01,2,18,sell,0
2018-04-02,11,9,buy,1
2018-04-03,18,2,buy,1
2018-04-04,5,15,sell,0
2018-04-05,0,20,sell,0
2018-04-06,3,17,sell,0
2018-04-07,7,13,sell,0
2018-04-08,16,4,buy,1
2018-04-09,13,7,buy,1
2018-04-10,8,12,sell,0
2018-04-11,19,1,buy,1
2018-04-12,18,2,buy,1
2018-04-13,14,6,buy,1
2018-04-14,10,10,neutral,2
2018-04-15,16,4,buy,1
2018-04-16,13,7,buy,1
2018-04-17,17,3,buy,1
2018-04-18,20,0,buy,1
2018-04-19,18,2,buy,1
2018-04-20,20,0,buy,1
2018-04-21,14,6,buy,1
2018-04-22,8,12,sell,0
2018-04-23,15,5,buy,1
2018-04-24,18,2,buy,1
2018-04-25,5,15,sell,0
2018-04-26,6,14,sell,0
2018-04-27,12,8,buy,1
2018-04-28,9,11,sell,0
2018-04-29,19,1,buy,1
2018-04-30,8,12,sell,0
2018-05-01,5,15,sell,0
2018-05-02,17,3,buy,1
2018-05-03,19,1,buy,1
2018-05-04,20,0,buy,1
2018-05-05,16,4,buy,1
2018-05-06,11,9,buy,1
2018-05-07,1,19,sell,0
2018-05-08,0,20,sell,0
2018-05-09,0,20,sell,0
2018-05-10,1,19,sell,0
2018-05-11,1,19,sell,0
2018-05-12,8,12,sell,0
2018-05-13,17,3,buy,1
2018-05-14,13,7,buy,1
2018-05-15,9,11,sell,0
2018-05-16,1,19,sell,0
2018-05-17,2,18,sell,0
2018-05-18,5,15,sell,0
2018-05-19,8,12,sell,0
2018-05-20,14,6,buy,1
2018-05-21,7,13,sell,0
2018-05-22,3,17,sell,0
2018-05-23,0,20,sell,0
2018-05-24,6,14,sell,0
2018-05-25,7,13,sell,0
2018-05-26,6,14,sell,0
2018-05-27,4,16,sell,0
2018-05-28,1,19,sell,0
2018-05-29,13,7,buy,1
2018-05-30,14,6,buy,1
2018-05-31,15,5,buy,1
2018-06-01,12,8,buy,1
2018-06-02,18,2,buy,1
2018-06-03,19,1,buy,1
2018-06-04,5,15,sell,0
2018-06-05,0,20,sell,0
2018-06-06,7,13,sell,0
2018-06-07,11,9,buy,1
2018-06-08,3,17,sell,0
2018-06-09,3,17,sell,0
2018-06-10,1,19,sell,0
2018-06-11,2,18,sell,0
2018-06-12,3,17,sell,0
2018-06-13,0,20,sell,0
2018-06-14,12,8,buy,1
2018-06-15,13,7,buy,1
2018-06-16,3,17,sell,0
2018-06-17,9,11,sell,0
2018-06-18,16,4,buy,1
2018-06-19,12,8,buy,1
2018-06-20,3,17,sell,0
2018-06-21,4,16,sell,0
2018-06-22,2,18,sell,0
2018-06-23,0,20,sell,0
2018-06-24,3,17,sell,0
2018-06-25,10,10,neutral,2
2018-06-26,3,17,sell,0
2018-06-27,5,15,sell,0
2018-06-28,3,17,sell,0
2018-06-29,10,10,neutral,2
2018-06-30,18,2,buy,1
2018-07-01,10,10,neutral,2
2018-07-02,19,1,buy,1
2018-07-03,18,2,buy,1
2018-07-04,14,6,buy,1
2018-07-05,5,15,sell,0
2018-07-06,6,14,sell,0
2018-07-07,11,9,buy,1
2018-07-08,7,13,sell,0
2018-07-09,1,19,sell,0
2018-07-10,1,19,sell,0
2018-07-11,7,13,sell,0
2018-07-12,3,17,sell,0
2018-07-13,6,14,sell,0
2018-07-14,11,9,buy,1
2018-07-15,19,1,buy,1
2018-07-16,20,0,buy,1
2018-07-17,17,3,buy,1
2018-07-18,17,3,buy,1
2018-07-19,6,13,sell,0
2018-07-20,2,18,sell,0
2018-07-21,7,13,sell,0
2018-07-22,9,11,sell,0
2018-07-23,11,9,buy,1
2018-07-24,17,3,buy,1
2018-07-25,13,7,buy,1
2018-07-26,4,16,sell,0
2018-07-27,2,18,sell,0
2018-07-28,3,17,sell,0
2018-07-29,12,8,buy,1
2018-07-30,3,17,sell,0
2018-07-31,1,19,sell,0
2018-08-01,1,19,sell,0
2018-08-02,1,18,sell,0
2018-08-03,2,18,sell,0
2018-08-04,1,19,sell,0
2018-08-05,3,17,sell,0
2018-08-06,6,14,sell,0
2018-08-07,0,20,sell,0
2018-08-08,0,20,sell,0
2018-08-09,1,19,sell,0
2018-08-10,2,18,sell,0
2018-08-11,1,19,sell,0
2018-08-12,13,7,buy,1
2018-08-13,2,18,sell,0
2018-08-14,0,19,sell,0
2018-08-15,10,9,buy,1
2018-08-16,15,5,buy,1
2018-08-17,17,3,buy,1
2018-08-18,13,7,buy,1
2018-08-19,6,14,sell,0
2018-08-20,3,17,sell,0
2018-08-21,7,13,sell,0
2018-08-22,15,5,buy,1
2018-08-23,14,6,buy,1
2018-08-24,15,5,buy,1
2018-08-25,13,7,buy,1
2018-08-26,9,11,sell,0
2018-08-27,15,5,buy,1
2018-08-28,17,3,buy,1
2018-08-29,10,10,neutral,2
2018-08-30,5,15,sell,0
2018-08-31,14,6,buy,1
2018-09-01,20,0,buy,1
2018-09-02,17,3,buy,1
2018-09-03,7,13,sell,0
2018-09-04,15,5,buy,1
2018-09-05,0,20,sell,0
2018-09-06,1,19,sell,0
2018-09-07,2,18,sell,0
2018-09-08,1,19,sell,0
2018-09-09,9,11,sell,0
2018-09-10,7,13,sell,0
2018-09-11,1,19,sell,0
2018-09-12,3,17,sell,0
2018-09-13,18,2,buy,1
2018-09-14,20,0,buy,1
2018-09-15,18,2,buy,1
2018-09-16,8,12,sell,0
2018-09-17,4,16,sell,0
2018-09-18,7,13,sell,0
2018-09-19,15,4,buy,1
2018-09-20,18,1,buy,1
2018-09-21,18,1,buy,1
2018-09-22,15,5,buy,1
2018-09-23,15,5,buy,1
2018-09-24,4,16,sell,0
2018-09-25,2,18,sell,0
2018-09-26,14,6,buy,1
2018-09-27,19,1,buy,1
2018-09-28,15,5,buy,1
2018-09-29,3,17,sell,0
2018-09-30,6,14,sell,0
2018-10-01,6,14,sell,0
2018-10-02,5,15,sell,0
2018-10-03,1,18,sell,0
2018-10-04,7,13,sell,0
2018-10-05,11,9,buy,1
2018-10-06,9,11,sell,0
2018-10-07,4,16,sell,0
2018-10-08,16,4,buy,1
2018-10-09,7,13,sell,0
2018-10-10,5,15,sell,0
2018-10-11,0,20,sell,0
2018-10-12,3,17,sell,0
2018-10-13,16,4,buy,1
2018-10-14,8,12,sell,0
2018-10-15,16,4,buy,1
2018-10-16,12,8,buy,1
2018-10-17,4,16,sell,0
2018-10-18,2,18,sell,0
2018-10-19,9,11,sell,0
2018-10-20,12,8,buy,1
2018-10-21,9,11,sell,0
2018-10-22,5,15,sell,0
2018-10-23,8,12,sell,0
2018-10-24,17,3,buy,1
2018-10-25,6,14,sell,0
2018-10-26,5,15,sell,0
2018-10-27,5,15,sell,0
2018-10-28,9,11,sell,0
2018-10-29,2,18,sell,0
2018-10-30,3,17,sell,0
2018-10-31,7,13,sell,0
2018-11-01,17,3,buy,1
2018-11-02,17,3,buy,1
2018-11-03,18,2,buy,1
2018-11-04,17,3,buy,1
2018-11-05,18,2,buy,1
2018-11-06,18,2,buy,1
2018-11-07,6,14,sell,0
2018-11-08,2,18,sell,0
2018-11-09,5,15,sell,0
2018-11-10,6,14,sell,0
2018-11-11,7,13,sell,0
2018-11-12,4,16,sell,0
2018-11-13,3,17,sell,0
2018-11-14,3,17,sell,0
2018-11-15,0,20,sell,0
2018-11-16,2,18,sell,0
2018-11-17,2,18,sell,0
2018-11-18,4,16,sell,0
2018-11-19,0,20,sell,0
2018-11-20,3,17,sell,0
2018-11-21,7,13,sell,0
2018-11-22,2,18,sell,0
2018-11-23,3,17,sell,0
2018-11-24,1,19,sell,0
2018-11-25,5,15,sell,0
2018-11-26,12,8,buy,1
2018-11-27,13,7,buy,1
2018-11-28,14,6,buy,1
2018-11-29,14,6,buy,1
2018-11-30,3,17,sell,0
2018-12-01,14,6,buy,1
2018-12-02,15,5,buy,1
2018-12-03,0,20,sell,0
2018-12-04,4,16,sell,0
2018-12-05,1,19,sell,0
2018-12-06,0,20,sell,0
2018-12-07,1,19,sell,0
2018-12-08,0,20,sell,0
2018-12-09,12,7,buy,1
2018-12-10,6,14,sell,0
2018-12-11,3,17,sell,0
2018-12-12,10,10,neutral,2
2018-12-13,3,17,sell,0
2018-12-14,1,19,sell,0
2018-12-15,10,10,neutral,2
2018-12-16,19,1,buy,1
2018-12-17,15,5,buy,1
2018-12-18,16,4,buy,1
2018-12-19,19,1,buy,1
2018-12-20,20,0,buy,1
2018-12-21,14,6,buy,1
2018-12-22,11,9,buy,1
2018-12-23,20,0,buy,1
2018-12-24,15,5,buy,1
2018-12-25,4,16,sell,0
2018-12-26,2,18,sell,0
2018-12-27,0,20,sell,0
2018-12-28,17,3,buy,1
2018-12-29,18,2,buy,1
2018-12-30,10,10,neutral,2
2018-12-31,5,15,sell,0
2019-01-01,16,4,buy,1
2019-01-02,18,2,buy,1
2019-01-03,13,7,buy,1
2019-01-04,12,8,buy,1
2019-01-05,20,0,buy,1
2019-01-06,20,0,buy,1
2019-01-07,15,5,buy,1
2019-01-08,17,3,buy,1
2019-01-09,13,7,buy,1
2019-01-10,6,14,sell,0
2019-01-11,3,16,sell,0
2019-01-12,4,16,sell,0
2019-01-13,2,18,sell,0
2019-01-14,8,12,sell,0
2019-01-15,13,7,buy,1
2019-01-16,7,13,sell,0
2019-01-17,6,14,sell,0
2019-01-18,9,11,sell,0
2019-01-19,18,2,buy,1
2019-01-20,13,7,buy,1
2019-01-21,3,17,sell,0
2019-01-22,11,9,buy,1
2019-01-23,17,3,buy,1
2019-01-24,16,4,buy,1
2019-01-25,16,4,buy,1
2019-01-26,16,4,buy,1
2019-01-27,4,16,sell,0
2019-01-28,2,18,sell,0
2019-01-29,1,19,sell,0
2019-01-30,15,5,buy,1
2019-01-31,17,3,buy,1
2019-02-01,19,1,buy,1
2019-02-02,20,0,buy,1
2019-02-03,16,4,buy,1
2019-02-04,18,2,buy,1
2019-02-05,14,6,buy,1
2019-02-06,2,18,sell,0
2019-02-07,7,13,sell,0
2019-02-08,8,12,sell,0
2019-02-09,13,7,buy,1
2019-02-10,18,2,buy,1
2019-02-11,8,12,sell,0
2019-02-12,4,16,sell,0
2019-02-13,2,17,sell,0
2019-02-14,4,15,sell,0
2019-02-15,17,3,buy,1
2019-02-16,18,2,buy,1
2019-02-17,15,5,buy,1
2019-02-18,20,0,buy,1
2019-02-19,19,1,buy,1
2019-02-20,19,1,buy,1
2019-02-21,15,5,buy,1
2019-02-22,12,8,buy,1
2019-02-23,12,8,buy,1
2019-02-24,2,18,sell,0
2019-02-25,4,16,sell,0
2019-02-26,10,10,neutral,2
2019-02-27,8,12,sell,0
2019-02-28,16,4,buy,1
2019-03-01,19,1,buy,1
2019-03-02,18,2,buy,1
2019-03-03,14,6,buy,1
2019-03-04,7,13,sell,0
2019-03-05,17,3,buy,1
2019-03-06,19,1,buy,1
2019-03-07,20,0,buy,1
2019-03-08,14,6,buy,1
2019-03-09,19,1,buy,1
2019-03-10,15,5,buy,1
2019-03-11,5,15,sell,0
2019-03-12,4,16,sell,0
2019-03-13,12,8,buy,1
2019-03-14,17,3,buy,1
2019-03-15,19,1,buy,1
2019-03-16,20,0,buy,1
2019-03-17,15,5,buy,1
2019-03-18,4,16,sell,0
2019-03-19,4,16,sell,0
2019-03-20,6,14,sell,0
2019-03-21,8,12,sell,0
2019-03-22,7,13,sell,0
2019-03-23,17,3,buy,1
2019-03-24,10,10,neutral,2
2019-03-25,4,16,sell,0
2019-03-26,7,13,sell,0
2019-03-27,19,1,buy,1
2019-03-28,19,1,buy,1
2019-03-29,8,12,sell,0
2019-03-30,17,3,buy,1
2019-03-31,5,15,sell,0
2019-04-01,10,10,neutral,2
2019-04-02,14,6,buy,1
2019-04-03,15,5,buy,1
2019-04-04,19,1,buy,1
2019-04-05,20,0,buy,1
2019-04-06,20,0,buy,1
2019-04-07,16,4,buy,1
2019-04-08,10,10,neutral,2
2019-04-09,3,17,sell,0
2019-04-10,7,13,sell,0
2019-04-11,0,20,sell,0
2019-04-12,1,19,sell,0
2019-04-13,3,17,sell,0
2019-04-14,16,4,buy,1
2019-04-15,13,7,buy,1
2019-04-16,9,11,sell,0
2019-04-17,10,10,neutral,2
2019-04-18,15,5,buy,1
2019-04-19,13,7,buy,1
2019-04-20,3,17,sell,0
2019-04-21,0,20,sell,0
2019-04-22,2,18,sell,0
2019-04-23,6,14,sell,0
2019-04-24,1,19,sell,0
2019-04-25,3,17,sell,0
2019-04-26,8,11,sell,0
2019-04-27,13,7,buy,1
2019-04-28,4,16,sell,0
2019-04-29,3,17,sell,0
2019-04-30,17,3,buy,1
2019-05-01,13,7,buy,1
2019-05-02,16,4,buy,1
2019-05-03,19,1,buy,1
2019-05-04,15,5,buy,1
2019-05-05,9,11,sell,0
2019-05-06,3,17,sell,0
2019-05-07,10,10,neutral,2
2019-05-08,7,13,sell,0
2019-05-09,7,13,sell,0
2019-05-10,17,3,buy,1
2019-05-11,14,6,buy,1
2019-05-12,14,6,buy,1
2019-05-13,13,7,buy,1
2019-05-14,19,1,buy,1
2019-05-15,20,0,buy,1
2019-05-16,8,12,sell,0
2019-05-17,3,17,sell,0
2019-05-18,1,19,sell,0
2019-05-19,16,4,buy,1
2019-05-20,12,8,buy,1
