Date,buy,sell,Action,ActionID
2017-07-27,7,13,sell,0
2017-07-28,9,11,sell,0
2017-07-29,15,5,buy,1
2017-07-30,11,9,buy,1
2017-07-31,5,15,sell,0
2017-08-01,5,15,sell,0
2017-08-02,6,14,sell,0
2017-08-03,13,7,buy,1
2017-08-04,14,6,buy,1
2017-08-05,17,3,buy,1
2017-08-06,17,3,buy,1
2017-08-07,16,4,buy,1
2017-08-08,13,7,buy,1
2017-08-09,18,2,buy,1
2017-08-10,19,1,buy,1
2017-08-11,13,7,buy,1
2017-08-12,15,5,buy,1
2017-08-13,12,8,buy,1
2017-08-14,18,2,buy,1
2017-08-15,17,3,buy,1
2017-08-16,12,8,buy,1
2017-08-17,16,4,buy,1
2017-08-18,15,5,buy,1
2017-08-19,13,7,buy,1
2017-08-20,18,2,buy,1
2017-08-21,17,3,buy,1
2017-08-22,3,17,sell,0
2017-08-23,18,2,buy,1
2017-08-24,2,18,sell,0
2017-08-25,14,6,buy,1
2017-08-26,2,18,sell,0
2017-08-27,0,20,sell,0
2017-08-28,15,5,buy,1
2017-08-29,18,2,buy,1
2017-08-30,14,6,buy,1
2017-08-31,14,6,buy,1
2017-09-01,13,7,buy,1
2017-09-02,7,13,sell,0
2017-09-03,8,12,sell,0
2017-09-04,14,6,buy,1
2017-09-05,15,5,buy,1
2017-09-06,13,7,buy,1
2017-09-07,10,10,neutral,2
2017-09-08,4,16,sell,0
2017-09-09,4,16,sell,0
2017-09-10,6,14,sell,0
2017-09-11,19,1,buy,1
2017-09-12,19,1,buy,1
2017-09-13,1,19,sell,0
2017-09-14,4,16,sell,0
2017-09-15,7,13,sell,0
2017-09-16,17,3,buy,1
2017-09-17,8,12,sell,0
2017-09-18,20,0,buy,1
2017-09-19,6,14,sell,0
2017-09-20,0,20,sell,0
2017-09-21,1,19,sell,0
2017-09-22,6,14,sell,0
2017-09-23,13,7,buy,1
2017-09-24,15,5,buy,1
2017-09-25,20,0,buy,1
2017-09-26,15,5,buy,1
2017-09-27,13,7,buy,1
2017-09-28,19,1,buy,1
2017-09-29,3,17,sell,0
2017-09-30,5,15,sell,0
2017-10-01,20,0,buy,1
2017-10-02,10,10,neutral,2
2017-10-03,9,11,sell,0
2017-10-04,2,18,sell,0
2017-10-05,1,19,sell,0
2017-10-06,1,19,sell,0
2017-10-07,4,16,sell,0
2017-10-08,7,13,sell,0
2017-10-09,4,16,sell,0
2017-10-10,14,6,buy,1
2017-10-11,16,4,buy,1
2017-10-12,2,18,sell,0
2017-10-13,10,10,neutral,2
2017-10-14,19,1,buy,1
2017-10-15,19,1,buy,1
2017-10-16,3,17,sell,0
2017-10-17,2,18,sell,0
2017-10-18,0,20,sell,0
2017-10-19,5,15,sell,0
2017-10-20,9,11,sell,0
2017-10-21,0,20,sell,0
2017-10-22,2,18,sell,0
2017-10-23,2,18,sell,0
2017-10-24,18,2,buy,1
2017-10-25,7,13,sell,0
2017-10-26,0,20,sell,0
2017-10-27,2,18,sell,0
2017-10-28,11,9,buy,1
2017-10-29,17,3,buy,1
2017-10-30,19,1,buy,1
2017-10-31,19,1,buy,1
2017-11-01,6,14,sell,0
2017-11-02,18,2,buy,1
2017-11-03,19,1,buy,1
2017-11-04,19,1,buy,1
2017-11-05,10,10,neutral,2
2017-11-06,16,4,buy,1
2017-11-07,19,1,buy,1
2017-11-08,19,1,buy,1
2017-11-09,10,10,neutral,2
2017-11-10,1,19,sell,0
2017-11-11,0,20,sell,0
2017-11-12,0,20,sell,0
2017-11-13,17,3,buy,1
2017-11-14,9,11,sell,0
2017-11-15,2,18,sell,0
2017-11-16,13,7,buy,1
2017-11-17,10,10,neutral,2
2017-11-18,18,2,buy,1
2017-11-19,10,10,neutral,2
2017-11-20,9,11,sell,0
2017-11-21,8,12,sell,0
2017-11-22,5,15,sell,0
2017-11-23,10,10,neutral,2
2017-11-24,20,0,buy,1
2017-11-25,18,2,buy,1
2017-11-26,14,6,buy,1
2017-11-27,13,7,buy,1
2017-11-28,8,12,sell,0
2017-11-29,2,18,sell,0
2017-11-30,18,2,buy,1
2017-12-01,18,2,buy,1
2017-12-02,15,5,buy,1
2017-12-03,20,0,buy,1
2017-12-04,20,0,buy,1
2017-12-05,20,0,buy,1
2017-12-06,14,6,buy,1
2017-12-07,20,0,buy,1
2017-12-08,7,13,sell,0
2017-12-09,5,15,sell,0
2017-12-10,2,18,sell,0
2017-12-11,19,1,buy,1
2017-12-12,12,8,buy,1
2017-12-13,18,2,buy,1
2017-12-14,20,0,buy,1
2017-12-15,14,6,buy,1
2017-12-16,20,0,buy,1
2017-12-17,15,5,buy,1
2017-12-18,11,9,buy,1
2017-12-19,18,2,buy,1
2017-12-20,2,18,sell,0
2017-12-21,8,12,sell,0
2017-12-22,6,14,sell,0
2017-12-23,16,4,buy,1
2017-12-24,20,0,buy,1
2017-12-25,10,10,neutral,2
2017-12-26,12,8,buy,1
2017-12-27,8,12,sell,0
2017-12-28,1,19,sell,0
2017-12-29,5,15,sell,0
2017-12-30,0,20,sell,0
2017-12-31,15,5,buy,1
2018-01-01,15,5,buy,1
2018-01-02,20,0,buy,1
2018-01-03,19,1,buy,1
2018-01-04,12,8,buy,1
2018-01-05,12,8,buy,1
2018-01-06,13,7,buy,1
2018-01-07,10,10,neutral,2
2018-01-08,3,17,sell,0
2018-01-09,8,12,sell,0
2018-01-10,6,14,sell,0
2018-01-11,12,8,buy,1
2018-01-12,19,1,buy,1
2018-01-13,12,8,buy,1
2018-01-14,2,18,sell,0
2018-01-15,13,7,buy,1
2018-01-16,9,11,sell,0
2018-01-17,8,12,sell,0
2018-01-18,17,3,buy,1
2018-01-19,16,4,buy,1
2018-01-20,15,5,buy,1
2018-01-21,1,19,sell,0
2018-01-22,0,20,sell,0
2018-01-23,1,19,sell,0
2018-01-24,17,3,buy,1
2018-01-25,13,7,buy,1
2018-01-26,4,16,sell,0
2018-01-27,14,6,buy,1
2018-01-28,15,5,buy,1
2018-01-29,2,18,sell,0
2018-01-30,1,19,sell,0
2018-01-31,4,16,sell,0
2018-02-01,4,16,sell,0
2018-02-02,6,14,sell,0
2018-02-03,10,10,neutral,2
2018-02-04,1,19,sell,0
2018-02-05,2,18,sell,0
2018-02-06,7,13,sell,0
2018-02-07,10,10,neutral,2
2018-02-08,17,3,buy,1
2018-02-09,19,1,buy,1
2018-02-10,7,13,sell,0
2018-02-11,4,16,sell,0
2018-02-12,14,6,buy,1
2018-02-13,12,8,buy,1
2018-02-14,20,0,buy,1
2018-02-15,20,0,buy,1
2018-02-16,17,3,buy,1
2018-02-17,19,1,buy,1
2018-02-18,7,13,sell,0
2018-02-19,8,12,sell,0
2018-02-20,1,19,sell,0
2018-02-21,2,18,sell,0
2018-02-22,5,15,sell,0
2018-02-23,11,9,buy,1
2018-02-24,8,12,sell,0
2018-02-25,10,10,neutral,2
2018-02-26,19,1,buy,1
2018-02-27,19,1,buy,1
2018-02-28,19,1,buy,1
2018-03-01,5,15,sell,0
2018-03-02,4,16,sell,0
2018-03-03,5,15,sell,0
2018-03-04,5,15,sell,0
2018-03-05,6,14,sell,0
2018-03-06,0,20,sell,0
2018-03-07,2,18,sell,0
2018-03-08,1,19,sell,0
2018-03-09,1,19,sell,0
2018-03-10,2,18,sell,0
2018-03-11,10,10,neutral,2
2018-03-12,12,8,buy,1
2018-03-13,11,9,buy,1
2018-03-14,11,9,buy,1
2018-03-15,7,13,sell,0
2018-03-16,11,9,buy,1
2018-03-17,9,11,sell,0
2018-03-18,6,14,sell,0
2018-03-19,8,12,sell,0
2018-03-20,13,7,buy,1
2018-03-21,19,1,buy,1
2018-03-22,20,0,buy,1
2018-03-23,20,0,buy,1
2018-03-24,17,3,buy,1
2018-03-25,14,6,buy,1
2018-03-26,2,18,sell,0
2018-03-27,2,18,sell,0
2018-03-28,11,9,buy,1
2018-03-29,1,19,sell,0
2018-03-30,11,9,buy,1
2018-03-31,17,3,buy,1
2018-04-01,11,9,buy,1
2018-04-02,20,0,buy,1
2018-04-03,19,1,buy,1
2018-04-04,4,16,sell,0
2018-04-05,3,17,sell,0
2018-04-06,3,17,sell,0
2018-04-07,11,9,buy,1
2018-04-08,11,9,buy,1
2018-04-09,5,15,sell,0
2018-04-10,9,11,sell,0
2018-04-11,14,6,buy,1
2018-04-12,15,5,buy,1
2018-04-13,19,1,buy,1
2018-04-14,9,11,sell,0
2018-04-15,5,15,sell,0
2018-04-16,2,18,sell,0
2018-04-17,3,17,sell,0
2018-04-18,14,6,buy,1
2018-04-19,19,1,buy,1
2018-04-20,11,9,buy,1
2018-04-21,18,2,buy,1
2018-04-22,12,8,buy,1
2018-04-23,17,3,buy,1
2018-04-24,20,0,buy,1
2018-04-25,3,17,sell,0
2018-04-26,9,11,sell,0
2018-04-27,15,5,buy,1
2018-04-28,19,1,buy,1
2018-04-29,12,8,buy,1
2018-04-30,5,15,sell,0
2018-05-01,4,16,sell,0
2018-05-02,11,9,buy,1
2018-05-03,11,9,buy,1
2018-05-04,4,16,sell,0
2018-05-05,9,11,sell,0
2018-05-06,6,14,sell,0
2018-05-07,0,20,sell,0
2018-05-08,4,16,sell,0
2018-05-09,17,3,buy,1
2018-05-10,11,9,buy,1
2018-05-11,0,20,sell,0
2018-05-12,2,18,sell,0
2018-05-13,12,8,buy,1
2018-05-14,9,11,sell,0
2018-05-15,7,13,sell,0
2018-05-16,1,19,sell,0
2018-05-17,17,3,buy,1
2018-05-18,18,2,buy,1
2018-05-19,13,7,buy,1
2018-05-20,7,13,sell,0
2018-05-21,13,7,buy,1
2018-05-22,5,15,sell,0
2018-05-23,3,17,sell,0
2018-05-24,9,11,sell,0
2018-05-25,14,6,buy,1
2018-05-26,7,13,sell,0
2018-05-27,3,17,sell,0
2018-05-28,4,16,sell,0
2018-05-29,11,9,buy,1
2018-05-30,10,10,neutral,2
2018-05-31,20,0,buy,1
2018-06-01,12,8,buy,1
2018-06-02,14,6,buy,1
2018-06-03,9,11,sell,0
2018-06-04,7,13,sell,0
2018-06-05,18,2,buy,1
2018-06-06,19,1,buy,1
2018-06-07,11,9,buy,1
2018-06-08,6,14,sell,0
2018-06-09,9,11,sell,0
2018-06-10,1,19,sell,0
2018-06-11,9,11,sell,0
2018-06-12,16,4,buy,1
2018-06-13,3,17,sell,0
2018-06-14,0,20,sell,0
2018-06-15,18,2,buy,1
2018-06-16,20,0,buy,1
2018-06-17,20,0,buy,1
2018-06-18,18,2,buy,1
2018-06-19,5,15,sell,0
2018-06-20,11,9,buy,1
2018-06-21,18,2,buy,1
2018-06-22,4,16,sell,0
2018-06-23,5,15,sell,0
2018-06-24,0,20,sell,0
2018-06-25,1,19,sell,0
2018-06-26,5,15,sell,0
2018-06-27,12,8,buy,1
2018-06-28,16,4,buy,1
2018-06-29,16,4,buy,1
2018-06-30,17,3,buy,1
2018-07-01,11,9,buy,1
2018-07-02,16,4,buy,1
2018-07-03,9,11,sell,0
2018-07-04,15,5,buy,1
2018-07-05,5,15,sell,0
2018-07-06,7,13,sell,0
2018-07-07,16,4,buy,1
2018-07-08,17,3,buy,1
2018-07-09,6,14,sell,0
2018-07-10,2,18,sell,0
2018-07-11,0,20,sell,0
2018-07-12,2,18,sell,0
2018-07-13,7,13,sell,0
2018-07-14,2,18,sell,0
2018-07-15,15,5,buy,1
2018-07-16,20,0,buy,1
2018-07-17,19,1,buy,1
2018-07-18,7,13,sell,0
2018-07-19,8,12,sell,0
2018-07-20,4,16,sell,0
2018-07-21,7,13,sell,0
2018-07-22,2,18,sell,0
2018-07-23,2,18,sell,0
2018-07-24,10,10,neutral,2
2018-07-25,20,0,buy,1
2018-07-26,20,0,buy,1
2018-07-27,19,1,buy,1
2018-07-28,20,0,buy,1
2018-07-29,8,12,sell,0
2018-07-30,1,19,sell,0
2018-07-31,11,9,buy,1
2018-08-01,10,10,neutral,2
2018-08-02,17,3,buy,1
2018-08-03,12,8,buy,1
2018-08-04,8,12,sell,0
2018-08-05,7,13,sell,0
2018-08-06,9,11,sell,0
2018-08-07,3,17,sell,0
2018-08-08,3,17,sell,0
2018-08-09,3,17,sell,0
2018-08-10,2,18,sell,0
2018-08-11,1,19,sell,0
2018-08-12,2,18,sell,0
2018-08-13,2,18,sell,0
2018-08-14,1,19,sell,0
2018-08-15,18,2,buy,1
2018-08-16,14,6,buy,1
2018-08-17,19,1,buy,1
2018-08-18,7,13,sell,0
2018-08-19,10,10,neutral,2
2018-08-20,10,10,neutral,2
2018-08-21,9,11,sell,0
2018-08-22,8,12,sell,0
2018-08-23,8,12,sell,0
2018-08-24,20,0,buy,1
2018-08-25,12,8,buy,1
2018-08-26,12,8,buy,1
2018-08-27,20,0,buy,1
2018-08-28,18,2,buy,1
2018-08-29,10,10,neutral,2
2018-08-30,2,18,sell,0
2018-08-31,10,10,neutral,2
2018-09-01,18,2,buy,1
2018-09-02,10,10,neutral,2
2018-09-03,9,11,sell,0
2018-09-04,11,9,buy,1
2018-09-05,2,18,sell,0
2018-09-06,1,19,sell,0
2018-09-07,6,14,sell,0
2018-09-08,1,19,sell,0
2018-09-09,2,18,sell,0
2018-09-10,10,10,neutral,2
2018-09-11,3,17,sell,0
2018-09-12,6,14,sell,0
2018-09-13,16,4,buy,1
2018-09-14,20,0,buy,1
2018-09-15,15,5,buy,1
2018-09-16,10,10,neutral,2
2018-09-17,1,19,sell,0
2018-09-18,11,9,buy,1
2018-09-19,14,6,buy,1
2018-09-20,19,1,buy,1
2018-09-21,18,2,buy,1
2018-09-22,11,9,buy,1
2018-09-23,8,12,sell,0
2018-09-24,7,13,sell,0
2018-09-25,3,17,sell,0
2018-09-26,6,14,sell,0
2018-09-27,12,8,buy,1
2018-09-28,19,1,buy,1
2018-09-29,7,13,sell,0
2018-09-30,10,10,neutral,2
2018-10-01,8,12,sell,0
2018-10-02,18,2,buy,1
2018-10-03,16,4,buy,1
2018-10-04,14,6,buy,1
2018-10-05,18,2,buy,1
2018-10-06,11,9,buy,1
2018-10-07,15,5,buy,1
2018-10-08,9,11,sell,0
2018-10-09,2,18,sell,0
2018-10-10,10,10,neutral,2
2018-10-11,2,18,sell,0
2018-10-12,6,14,sell,0
2018-10-13,7,13,sell,0
2018-10-14,11,9,buy,1
2018-10-15,17,3,buy,1
2018-10-16,15,5,buy,1
2018-10-17,6,14,sell,0
2018-10-18,7,13,sell,0
2018-10-19,6,14,sell,0
2018-10-20,7,13,sell,0
2018-10-21,13,7,buy,1
2018-10-22,11,9,buy,1
2018-10-23,10,10,neutral,2
2018-10-24,12,8,buy,1
2018-10-25,11,9,buy,1
2018-10-26,15,5,buy,1
2018-10-27,15,5,buy,1
2018-10-28,12,8,buy,1
2018-10-29,9,11,sell,0
2018-10-30,5,15,sell,0
2018-10-31,7,13,sell,0
2018-11-01,15,5,buy,1
2018-11-02,14,6,buy,1
2018-11-03,9,11,sell,0
2018-11-04,8,12,sell,0
2018-11-05,15,5,buy,1
2018-11-06,14,6,buy,1
2018-11-07,14,6,buy,1
2018-11-08,8,12,sell,0
2018-11-09,9,11,sell,0
2018-11-10,9,11,sell,0
2018-11-11,5,15,sell,0
2018-11-12,7,13,sell,0
2018-11-13,9,11,sell,0
2018-11-14,0,20,sell,0
2018-11-15,1,19,sell,0
2018-11-16,2,18,sell,0
2018-11-17,1,19,sell,0
2018-11-18,7,13,sell,0
2018-11-19,0,20,sell,0
2018-11-20,0,20,sell,0
2018-11-21,9,11,sell,0
2018-11-22,7,13,sell,0
2018-11-23,7,13,sell,0
2018-11-24,1,19,sell,0
2018-11-25,0,20,sell,0
2018-11-26,7,13,sell,0
2018-11-27,3,17,sell,0
2018-11-28,17,3,buy,1
2018-11-29,19,1,buy,1
2018-11-30,12,8,buy,1
2018-12-01,12,8,buy,1
2018-12-02,18,2,buy,1
2018-12-03,8,12,sell,0
2018-12-04,17,3,buy,1
2018-12-05,19,1,buy,1
2018-12-06,2,18,sell,0
2018-12-07,2,18,sell,0
2018-12-08,11,9,buy,1
2018-12-09,20,0,buy,1
2018-12-10,11,9,buy,1
2018-12-11,14,6,buy,1
2018-12-12,20,0,buy,1
2018-12-13,4,16,sell,0
2018-12-14,5,15,sell,0
2018-12-15,10,10,neutral,2
2018-12-16,16,4,buy,1
2018-12-17,17,3,buy,1
2018-12-18,18,2,buy,1
2018-12-19,18,2,buy,1
2018-12-20,15,5,buy,1
2018-12-21,14,6,buy,1
2018-12-22,17,3,buy,1
2018-12-23,17,3,buy,1
2018-12-24,15,5,buy,1
2018-12-25,2,18,sell,0
2018-12-26,6,14,sell,0
2018-12-27,2,18,sell,0
2018-12-28,18,2,buy,1
2018-12-29,16,4,buy,1
2018-12-30,15,5,buy,1
2018-12-31,17,3,buy,1
2019-01-01,8,12,sell,0
2019-01-02,9,11,sell,0
2019-01-03,11,9,buy,1
2019-01-04,13,7,buy,1
2019-01-05,14,6,buy,1
2019-01-06,18,2,buy,1
2019-01-07,11,9,buy,1
2019-01-08,20,0,buy,1
2019-01-09,17,3,buy,1
2019-01-10,4,16,sell,0
2019-01-11,8,12,sell,0
2019-01-12,3,17,sell,0
2019-01-13,3,17,sell,0
2019-01-14,12,8,buy,1
2019-01-15,8,12,sell,0
2019-01-16,14,6,buy,1
2019-01-17,20,0,buy,1
2019-01-18,14,6,buy,1
2019-01-19,10,10,neutral,2
2019-01-20,8,12,sell,0
2019-01-21,4,16,sell,0
2019-01-22,5,15,sell,0
2019-01-23,6,14,sell,0
2019-01-24,17,3,buy,1
2019-01-25,16,4,buy,1
2019-01-26,15,5,buy,1
2019-01-27,15,5,buy,1
2019-01-28,1,19,sell,0
2019-01-29,6,14,sell,0
2019-01-30,5,15,sell,0
2019-01-31,19,1,buy,1
2019-02-01,20,0,buy,1
2019-02-02,19,1,buy,1
2019-02-03,12,8,buy,1
2019-02-04,20,0,buy,1
2019-02-05,19,1,buy,1
2019-02-06,20,0,buy,1
2019-02-07,15,5,buy,1
2019-02-08,19,1,buy,1
2019-02-09,19,1,buy,1
2019-02-10,19,1,buy,1
2019-02-11,20,0,buy,1
2019-02-12,8,12,sell,0
2019-02-13,3,17,sell,0
2019-02-14,5,15,sell,0
2019-02-15,19,1,buy,1
2019-02-16,10,10,neutral,2
2019-02-17,7,13,sell,0
2019-02-18,18,2,buy,1
2019-02-19,20,0,buy,1
2019-02-20,19,1,buy,1
2019-02-21,11,9,buy,1
2019-02-22,6,14,sell,0
2019-02-23,8,12,sell,0
2019-02-24,1,19,sell,0
2019-02-25,3,17,sell,0
2019-02-26,5,15,sell,0
2019-02-27,14,6,buy,1
2019-02-28,18,2,buy,1
2019-03-01,20,0,buy,1
2019-03-02,20,0,buy,1
2019-03-03,8,12,sell,0
2019-03-04,12,8,buy,1
2019-03-05,20,0,buy,1
2019-03-06,20,0,buy,1
2019-03-07,20,0,buy,1
2019-03-08,11,9,buy,1
2019-03-09,15,5,buy,1
2019-03-10,13,7,buy,1
2019-03-11,15,5,buy,1
2019-03-12,13,7,buy,1
2019-03-13,12,8,buy,1
2019-03-14,11,9,buy,1
2019-03-15,13,7,buy,1
2019-03-16,19,1,buy,1
2019-03-17,14,6,buy,1
2019-03-18,10,10,neutral,2
2019-03-19,16,4,buy,1
2019-03-20,4,16,sell,0
2019-03-21,3,17,sell,0
2019-03-22,15,5,buy,1
2019-03-23,18,2,buy,1
2019-03-24,20,0,buy,1
2019-03-25,16,4,buy,1
2019-03-26,7,13,sell,0
2019-03-27,14,6,buy,1
2019-03-28,11,9,buy,1
2019-03-29,12,8,buy,1
2019-03-30,16,4,buy,1
2019-03-31,19,1,buy,1
2019-04-01,20,0,buy,1
2019-04-02,19,1,buy,1
2019-04-03,15,5,buy,1
2019-04-04,10,10,neutral,2
2019-04-05,15,5,buy,1
2019-04-06,10,10,neutral,2
2019-04-07,2,18,sell,0
2019-04-08,2,18,sell,0
2019-04-09,7,13,sell,0
2019-04-10,9,11,sell,0
2019-04-11,7,13,sell,0
2019-04-12,16,4,buy,1
2019-04-13,14,6,buy,1
2019-04-14,19,1,buy,1
2019-04-15,11,9,buy,1
2019-04-16,13,7,buy,1
2019-04-17,12,8,buy,1
2019-04-18,19,1,buy,1
2019-04-19,20,0,buy,1
2019-04-20,19,1,buy,1
2019-04-21,10,10,neutral,2
2019-04-22,4,16,sell,0
2019-04-23,2,18,sell,0
2019-04-24,4,16,sell,0
2019-04-25,8,12,sell,0
2019-04-26,16,4,buy,1
2019-04-27,10,10,neutral,2
2019-04-28,9,11,sell,0
2019-04-29,7,13,sell,0
2019-04-30,11,9,buy,1
2019-05-01,13,7,buy,1
2019-05-02,18,2,buy,1
2019-05-03,14,6,buy,1
2019-05-04,5,15,sell,0
2019-05-05,9,11,sell,0
2019-05-06,2,18,sell,0
2019-05-07,2,18,sell,0
2019-05-08,1,19,sell,0
2019-05-09,2,18,sell,0
2019-05-10,11,9,buy,1
2019-05-11,19,1,buy,1
2019-05-12,13,7,buy,1
2019-05-13,19,1,buy,1
2019-05-14,16,4,buy,1
2019-05-15,19,1,buy,1
2019-05-16,13,7,buy,1
2019-05-17,11,9,buy,1
2019-05-18,18,2,buy,1
2019-05-19,20,0,buy,1
