PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
SU_CAP,344,305,649,0.53,0.47
SU_GEM,416,331,747,0.56,0.44
SU_LEO,396,385,781,0.51,0.49
SU_LIB,410,351,761,0.54,0.46
SU_PIS,387,330,717,0.54,0.46
SU_SAG,385,322,707,0.54,0.46
SU_SCO,391,349,740,0.53,0.47
SU_TAU,396,377,773,0.51,0.49
SU_VIR,393,340,733,0.54,0.46
UR_AQU,995,927,1922,0.52,0.48
UR_ARI,1044,895,1939,0.54,0.46
UR_CAP,979,843,1822,0.54,0.46
UR_PIS,974,915,1889,0.52,0.48
UR_SAG,325,291,616,0.53,0.47
UR_TAU,337,260,597,0.56,0.44
VE_AQU,337,306,643,0.52,0.48
VE_ARI,455,380,835,0.54,0.46
VE_CAN,331,309,640,0.52,0.48
VE_CAP,419,358,777,0.54,0.46
VE_GEM,512,441,953,0.54,0.46
VE_LEO,420,382,802,0.52,0.48
VE_LIB,335,326,661,0.51,0.49
VE_PIS,323,305,628,0.51,0.49
VE_SAG,294,310,604,0.49,0.51
VE_SCO,495,400,895,0.55,0.45
VE_TAU,330,298,628,0.53,0.47
VE_VIR,403,316,719,0.56,0.44
VS_AQU,283,303,586,0.48,0.52
VS_ARI,458,396,854,0.54,0.46
VS_CAN,481,410,891,0.54,0.46
VS_CAP,320,318,638,0.5,0.5
VS_GEM,448,393,841,0.53,0.47
VS_LEO,464,382,846,0.55,0.45
VS_LIB,317,311,628,0.5,0.5
VS_PIS,390,332,722,0.54,0.46
VS_SAG,338,277,615,0.55,0.45
VS_SCO,281,225,506,0.56,0.44
VS_TAU,505,454,959,0.53,0.47
VS_VIR,369,330,699,0.53,0.47
