PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
ME_AQU,568,519,1087,0.52,0.48
ME_ARI,538,507,1045,0.51,0.49
ME_CAN,512,499,1011,0.51,0.49
ME_CAP,606,516,1122,0.54,0.46
ME_GEM,438,488,926,0.47,0.53
ME_LEO,559,499,1058,0.53,0.47
ME_LIB,527,584,1111,0.47,0.53
ME_PIS,552,516,1068,0.52,0.48
ME_SAG,593,560,1153,0.51,0.49
ME_SCO,634,566,1200,0.53,0.47
ME_TAU,510,477,987,0.52,0.48
ME_VIR,578,532,1110,0.52,0.48
MO_AQU,557,522,1079,0.52,0.48
MO_ARI,524,557,1081,0.48,0.52
MO_CAN,518,552,1070,0.48,0.52
MO_CAP,573,514,1087,0.53,0.47
MO_GEM,545,525,1070,0.51,0.49
MO_LEO,563,516,1079,0.52,0.48
MO_LIB,562,502,1064,0.53,0.47
MO_PIS,560,518,1078,0.52,0.48
MO_SAG,541,526,1067,0.51,0.49
MO_SCO,552,508,1060,0.52,0.48
MO_TAU,566,512,1078,0.53,0.47
MO_VIR,554,511,1065,0.52,0.48
NE_AQU,1726,1648,3374,0.51,0.49
NE_CAP,1844,1664,3508,0.53,0.47
NE_PIS,1219,1123,2342,0.52,0.48
NE_SAG,1769,1752,3521,0.5,0.5
NE_SCO,57,76,133,0.43,0.57
NN_AQU,574,602,1176,0.49,0.51
NN_ARI,435,349,784,0.55,0.45
NN_CAN,560,608,1168,0.48,0.52
NN_CAP,622,550,1172,0.53,0.47
NN_GEM,459,484,943,0.49,0.51
NN_LEO,596,579,1175,0.51,0.49
NN_LIB,601,574,1175,0.51,0.49
NN_PIS,504,477,981,0.51,0.49
NN_SAG,610,568,1178,0.52,0.48
NN_SCO,617,554,1171,0.53,0.47
NN_TAU,424,357,781,0.54,0.46
NN_VIR,613,561,1174,0.52,0.48
PA_AQU,913,805,1718,0.53,0.47
PA_ARI,643,593,1236,0.52,0.48
PA_CAN,245,260,505,0.49,0.51
PA_CAP,728,676,1404,0.52,0.48
PA_GEM,335,314,649,0.52,0.48
PA_LEO,348,361,709,0.49,0.51
PA_LIB,527,529,1056,0.5,0.5
PA_PIS,861,870,1731,0.5,0.5
PA_SAG,563,542,1105,0.51,0.49
PA_SCO,570,487,1057,0.54,0.46
PA_TAU,458,431,889,0.52,0.48
PA_VIR,424,395,819,0.52,0.48
PH_AQU,153,121,274,0.56,0.44
PH_ARI,548,613,1161,0.47,0.53
PH_CAN,211,217,428,0.49,0.51
PH_CAP,302,273,575,0.53,0.47
PH_GEM,287,259,546,0.53,0.47
PH_LEO,247,237,484,0.51,0.49
PH_LIB,447,404,851,0.53,0.47
PH_PIS,1223,1210,2433,0.5,0.5
PH_SAG,1691,1571,3262,0.52,0.48
PH_SCO,771,742,1513,0.51,0.49
PH_TAU,404,333,737,0.55,0.45
PH_VIR,331,283,614,0.54,0.46
PL_CAP,1645,1511,3156,0.52,0.48
PL_LIB,1521,1531,3052,0.5,0.5
PL_SAG,1672,1580,3252,0.51,0.49
PL_SCO,1517,1386,2903,0.52,0.48
PL_VIR,260,255,515,0.5,0.5
SA_AQU,430,392,822,0.52,0.48
SA_ARI,338,297,635,0.53,0.47
SA_CAN,605,494,1099,0.55,0.45
SA_CAP,684,644,1328,0.52,0.48
SA_GEM,560,590,1150,0.49,0.51
SA_LEO,604,523,1127,0.54,0.46
SA_LIB,628,668,1296,0.48,0.52
SA_PIS,303,275,578,0.52,0.48
SA_SAG,740,620,1360,0.54,0.46
SA_SCO,654,645,1299,0.5,0.5
SA_TAU,488,502,990,0.49,0.51
SA_VIR,581,613,1194,0.49,0.51
SN_AQU,596,579,1175,0.51,0.49
SN_ARI,601,574,1175,0.51,0.49
SN_CAN,622,550,1172,0.53,0.47
SN_CAP,560,608,1168,0.48,0.52
SN_GEM,610,568,1178,0.52,0.48
SN_LEO,574,602,1176,0.49,0.51
SN_LIB,435,349,784,0.55,0.45
SN_PIS,613,561,1174,0.52,0.48
SN_SAG,459,484,943,0.49,0.51
SN_SCO,424,357,781,0.54,0.46
SN_TAU,617,554,1171,0.53,0.47
SN_VIR,504,477,981,0.51,0.49
SU_AQU,561,486,1047,0.54,0.46
SU_ARI,561,501,1062,0.53,0.47
SU_CAN,565,529,1094,0.52,0.48
SU_CAP,524,441,965,0.54,0.46
SU_GEM,551,539,1090,0.51,0.49
SU_LEO,562,577,1139,0.49,0.51
SU_LIB,539,567,1106,0.49,0.51
SU_PIS,541,529,1070,0.51,0.49
SU_SAG,535,497,1032,0.52,0.48
SU_SCO,576,500,1076,0.54,0.46
SU_TAU,555,571,1126,0.49,0.51
SU_VIR,545,526,1071,0.51,0.49
UR_AQU,973,949,1922,0.51,0.49
UR_ARI,1025,914,1939,0.53,0.47
UR_CAP,937,885,1822,0.51,0.49
UR_LIB,672,651,1323,0.51,0.49
UR_PIS,988,901,1889,0.52,0.48
UR_SAG,876,857,1733,0.51,0.49
UR_SCO,838,814,1652,0.51,0.49
UR_TAU,306,292,598,0.51,0.49
VE_AQU,513,502,1015,0.51,0.49
VE_ARI,623,631,1254,0.5,0.5
VE_CAN,491,478,969,0.51,0.49
VE_CAP,607,510,1117,0.54,0.46
VE_GEM,697,635,1332,0.52,0.48
VE_LEO,564,578,1142,0.49,0.51
VE_LIB,491,451,942,0.52,0.48
VE_PIS,497,428,925,0.54,0.46
VE_SAG,473,406,879,0.54,0.46
VE_SCO,656,646,1302,0.5,0.5
VE_TAU,462,450,912,0.51,0.49
VE_VIR,541,548,1089,0.5,0.5
VS_AQU,516,479,995,0.52,0.48
VS_ARI,571,514,1085,0.53,0.47
VS_CAN,656,581,1237,0.53,0.47
VS_CAP,456,463,919,0.5,0.5
VS_GEM,662,675,1337,0.5,0.5
VS_LEO,617,583,1200,0.51,0.49
VS_LIB,534,519,1053,0.51,0.49
VS_PIS,550,454,1004,0.55,0.45
VS_SAG,491,458,949,0.52,0.48
VS_SCO,408,366,774,0.53,0.47
VS_TAU,634,669,1303,0.49,0.51
VS_VIR,520,502,1022,0.51,0.49
