PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
NN_CAP,202,203,405,0.5,0.5
NN_GEM,92,76,168,0.55,0.45
NN_LEO,201,201,402,0.5,0.5
NN_LIB,184,221,405,0.45,0.55
NN_PIS,222,180,402,0.55,0.45
NN_SAG,206,199,405,0.51,0.49
NN_SCO,215,188,403,0.53,0.47
NN_TAU,137,121,258,0.53,0.47
NN_VIR,192,213,405,0.47,0.53
PA_AQU,256,224,480,0.53,0.47
PA_ARI,192,184,376,0.51,0.49
PA_CAN,81,73,154,0.53,0.47
PA_CAP,322,295,617,0.52,0.48
PA_GEM,125,146,271,0.46,0.54
PA_LEO,109,102,211,0.52,0.48
PA_LIB,219,236,455,0.48,0.52
PA_PIS,285,244,529,0.54,0.46
PA_SAG,167,193,360,0.46,0.54
PA_SCO,170,196,366,0.46,0.54
PA_TAU,147,139,286,0.51,0.49
PA_VIR,168,172,340,0.49,0.51
PH_CAP,302,296,598,0.51,0.49
PH_SAG,1699,1657,3356,0.51,0.49
PH_SCO,240,251,491,0.49,0.51
PL_CAP,1640,1626,3266,0.5,0.5
PL_SAG,601,578,1179,0.51,0.49
SA_AQU,54,47,101,0.53,0.47
SA_CAN,208,213,421,0.49,0.51
SA_CAP,350,357,707,0.5,0.5
SA_LEO,284,270,554,0.51,0.49
SA_LIB,350,341,691,0.51,0.49
SA_SAG,339,370,709,0.48,0.52
SA_SCO,327,318,645,0.51,0.49
SA_VIR,329,288,617,0.53,0.47
SN_AQU,201,201,402,0.5,0.5
SN_ARI,184,221,405,0.45,0.55
SN_CAN,202,203,405,0.5,0.5
SN_CAP,200,204,404,0.5,0.5
SN_GEM,206,199,405,0.51,0.49
SN_LEO,201,184,385,0.52,0.48
SN_LIB,189,214,403,0.47,0.53
SN_PIS,192,213,405,0.47,0.53
SN_SAG,92,76,168,0.55,0.45
SN_SCO,137,121,258,0.53,0.47
SN_TAU,215,188,403,0.53,0.47
SN_VIR,222,180,402,0.55,0.45
SU_AQU,181,184,365,0.5,0.5
SU_ARI,185,184,369,0.5,0.5
SU_CAN,197,183,380,0.52,0.48
SU_CAP,187,192,379,0.49,0.51
SU_GEM,189,190,379,0.5,0.5
SU_LEO,187,177,364,0.51,0.49
SU_LIB,179,189,368,0.49,0.51
SU_PIS,188,175,363,0.52,0.48
SU_SAG,195,173,368,0.53,0.47
SU_SCO,184,177,361,0.51,0.49
SU_TAU,175,201,376,0.47,0.53
SU_VIR,194,179,373,0.52,0.48
UR_AQU,11,8,19,0.58,0.42
UR_ARI,1003,1006,2009,0.5,0.5
UR_PIS,918,881,1799,0.51,0.49
UR_TAU,309,309,618,0.5,0.5
VE_AQU,157,161,318,0.49,0.51
VE_ARI,200,213,413,0.48,0.52
VE_CAN,150,163,313,0.48,0.52
VE_CAP,223,208,431,0.52,0.48
VE_GEM,256,269,525,0.49,0.51
VE_LEO,222,195,417,0.53,0.47
VE_LIB,165,183,348,0.47,0.53
VE_PIS,179,163,342,0.52,0.48
VE_SAG,150,154,304,0.49,0.51
VE_SCO,213,182,395,0.54,0.46
VE_TAU,153,159,312,0.49,0.51
VE_VIR,173,154,327,0.53,0.47
VS_AQU,189,171,360,0.52,0.48
VS_ARI,197,181,378,0.52,0.48
VS_CAN,250,247,497,0.5,0.5
VS_CAP,127,145,272,0.47,0.53
VS_GEM,213,200,413,0.52,0.48
VS_LEO,189,201,390,0.48,0.52
VS_LIB,168,144,312,0.54,0.46
VS_PIS,213,192,405,0.53,0.47
VS_SAG,217,180,397,0.55,0.45
VS_SCO,81,98,179,0.45,0.55
VS_TAU,228,295,523,0.44,0.56
VS_VIR,169,150,319,0.53,0.47
