PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
SU_CAN,99,91,190,0.52,0.48
SU_CAP,109,97,206,0.53,0.47
SU_GEM,112,75,187,0.6,0.4
SU_LEO,101,86,187,0.54,0.46
SU_LIB,119,92,211,0.56,0.44
SU_PIS,100,80,180,0.56,0.44
SU_SAG,114,93,207,0.55,0.45
SU_SCO,109,101,210,0.52,0.48
SU_TAU,117,69,186,0.63,0.37
SU_VIR,92,98,190,0.48,0.52
UR_ARI,809,645,1454,0.56,0.44
UR_TAU,472,389,861,0.55,0.45
VE_AQU,83,64,147,0.56,0.44
VE_ARI,138,85,223,0.62,0.38
VE_CAN,76,84,160,0.48,0.52
VE_CAP,80,81,161,0.5,0.5
VE_GEM,151,101,252,0.6,0.4
VE_LEO,132,106,238,0.55,0.45
VE_LIB,100,113,213,0.47,0.53
VE_PIS,120,59,179,0.67,0.33
VE_SAG,88,84,172,0.51,0.49
VE_SCO,129,105,234,0.55,0.45
VE_TAU,78,78,156,0.5,0.5
VE_VIR,106,74,180,0.59,0.41
VS_AQU,61,60,121,0.5,0.5
VS_ARI,180,124,304,0.59,0.41
VS_CAN,165,103,268,0.62,0.38
VS_CAP,81,121,202,0.4,0.6
VS_GEM,89,55,144,0.62,0.38
VS_LEO,141,89,230,0.61,0.39
VS_LIB,36,23,59,0.61,0.39
VS_PIS,89,81,170,0.52,0.48
VS_SAG,121,111,232,0.52,0.48
VS_SCO,39,38,77,0.51,0.49
VS_TAU,180,175,355,0.51,0.49
VS_VIR,99,54,153,0.65,0.35
