PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
ME_SAG,542,544,1086,0.5,0.5
ME_SCO,602,568,1170,0.51,0.49
ME_TAU,469,435,904,0.52,0.48
ME_VIR,506,519,1025,0.49,0.51
MO_AQU,521,511,1032,0.5,0.5
MO_ARI,515,520,1035,0.5,0.5
MO_CAN,541,477,1018,0.53,0.47
MO_CAP,523,512,1035,0.51,0.49
MO_GEM,543,475,1018,0.53,0.47
MO_LEO,523,500,1023,0.51,0.49
MO_LIB,515,494,1009,0.51,0.49
MO_PIS,537,495,1032,0.52,0.48
MO_SAG,534,482,1016,0.53,0.47
MO_SCO,507,502,1009,0.5,0.5
MO_TAU,516,512,1028,0.5,0.5
MO_VIR,528,482,1010,0.52,0.48
NE_AQU,1721,1653,3374,0.51,0.49
NE_CAP,1807,1701,3508,0.52,0.48
NE_PIS,1259,1082,2341,0.54,0.46
NE_SAG,1516,1526,3042,0.5,0.5
NN_AQU,358,425,783,0.46,0.54
NN_ARI,382,402,784,0.49,0.51
NN_CAN,593,575,1168,0.51,0.49
NN_CAP,598,554,1152,0.52,0.48
NN_GEM,465,477,942,0.49,0.51
NN_LEO,624,551,1175,0.53,0.47
NN_LIB,618,557,1175,0.53,0.47
NN_PIS,406,376,782,0.52,0.48
NN_SAG,615,563,1178,0.52,0.48
NN_SCO,623,548,1171,0.53,0.47
NN_TAU,421,360,781,0.54,0.46
NN_VIR,600,574,1174,0.51,0.49
PA_AQU,840,761,1601,0.52,0.48
PA_ARI,619,561,1180,0.52,0.48
PA_CAN,235,241,476,0.49,0.51
PA_CAP,720,684,1404,0.51,0.49
PA_GEM,279,284,563,0.5,0.5
PA_LEO,384,325,709,0.54,0.46
PA_LIB,521,535,1056,0.49,0.51
PA_PIS,804,742,1546,0.52,0.48
PA_SAG,537,568,1105,0.49,0.51
PA_SCO,537,520,1057,0.51,0.49
PA_TAU,394,355,749,0.53,0.47
PA_VIR,433,386,819,0.53,0.47
PH_ARI,576,585,1161,0.5,0.5
PH_CAN,204,224,428,0.48,0.52
PH_CAP,304,270,574,0.53,0.47
PH_GEM,283,263,546,0.52,0.48
PH_LEO,255,229,484,0.53,0.47
PH_LIB,455,396,851,0.53,0.47
PH_PIS,1050,1045,2095,0.5,0.5
PH_SAG,1706,1556,3262,0.52,0.48
PH_SCO,779,734,1513,0.51,0.49
PH_TAU,363,374,737,0.49,0.51
PH_VIR,328,286,614,0.53,0.47
PL_CAP,1681,1474,3155,0.53,0.47
PL_LIB,1447,1470,2917,0.5,0.5
PL_SAG,1670,1582,3252,0.51,0.49
PL_SCO,1484,1419,2903,0.51,0.49
PL_VIR,21,17,38,0.55,0.45
SA_AQU,422,399,821,0.51,0.49
SA_ARI,349,286,635,0.55,0.45
SA_CAN,535,564,1099,0.49,0.51
SA_CAP,685,643,1328,0.52,0.48
SA_GEM,477,459,936,0.51,0.49
SA_LEO,601,526,1127,0.53,0.47
SA_LIB,671,625,1296,0.52,0.48
SA_PIS,320,258,578,0.55,0.45
SA_SAG,700,660,1360,0.51,0.49
SA_SCO,686,613,1299,0.53,0.47
SA_TAU,297,295,592,0.5,0.5
SA_VIR,560,634,1194,0.47,0.53
SN_AQU,624,551,1175,0.53,0.47
SN_ARI,618,557,1175,0.53,0.47
SN_CAN,598,554,1152,0.52,0.48
SN_CAP,593,575,1168,0.51,0.49
SN_GEM,615,563,1178,0.52,0.48
SN_LEO,358,425,783,0.46,0.54
SN_LIB,382,402,784,0.49,0.51
SN_PIS,600,574,1174,0.51,0.49
SN_SAG,465,477,942,0.49,0.51
SN_SCO,421,360,781,0.54,0.46
SN_TAU,623,548,1171,0.53,0.47
SN_VIR,406,376,782,0.52,0.48
SU_AQU,517,465,982,0.53,0.47
SU_ARI,530,470,1000,0.53,0.47
SU_CAN,529,520,1049,0.5,0.5
SU_CAP,494,422,916,0.54,0.46
SU_GEM,549,489,1038,0.53,0.47
SU_LEO,545,552,1097,0.5,0.5
SU_LIB,530,533,1063,0.5,0.5
SU_PIS,546,464,1010,0.54,0.46
SU_SAG,502,488,990,0.51,0.49
SU_SCO,531,504,1035,0.51,0.49
SU_TAU,534,524,1058,0.5,0.5
SU_VIR,496,531,1027,0.48,0.52
UR_AQU,991,931,1922,0.52,0.48
UR_ARI,1057,882,1939,0.55,0.45
UR_CAP,946,876,1822,0.52,0.48
UR_LIB,344,367,711,0.48,0.52
UR_PIS,963,926,1889,0.51,0.49
UR_SAG,870,863,1733,0.5,0.5
UR_SCO,827,825,1652,0.5,0.5
UR_TAU,305,292,597,0.51,0.49
VE_AQU,478,488,966,0.49,0.51
VE_ARI,646,557,1203,0.54,0.46
VE_CAN,459,458,917,0.5,0.5
VE_CAP,560,509,1069,0.52,0.48
VE_GEM,650,620,1270,0.51,0.49
VE_LEO,545,563,1108,0.49,0.51
VE_LIB,462,444,906,0.51,0.49
VE_PIS,470,402,872,0.54,0.46
VE_SAG,427,415,842,0.51,0.49
VE_SCO,629,570,1199,0.52,0.48
VE_TAU,468,393,861,0.54,0.46
VE_VIR,509,543,1052,0.48,0.52
VS_AQU,453,432,885,0.51,0.49
VS_ARI,522,518,1040,0.5,0.5
VS_CAN,641,596,1237,0.52,0.48
VS_CAP,420,384,804,0.52,0.48
VS_GEM,693,644,1337,0.52,0.48
VS_LEO,567,520,1087,0.52,0.48
VS_LIB,510,502,1012,0.5,0.5
VS_PIS,514,444,958,0.54,0.46
VS_SAG,493,416,909,0.54,0.46
VS_SCO,350,384,734,0.48,0.52
VS_TAU,623,665,1288,0.48,0.52
VS_VIR,517,457,974,0.53,0.47
