PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
MA_VIR,229,219,448,0.51,0.49
ME_AQU,196,171,367,0.53,0.47
ME_ARI,190,186,376,0.51,0.49
ME_CAN,180,187,367,0.49,0.51
ME_CAP,203,188,391,0.52,0.48
ME_GEM,140,155,295,0.47,0.53
ME_LEO,164,217,381,0.43,0.57
ME_LIB,186,185,371,0.5,0.5
ME_PIS,187,202,389,0.48,0.52
ME_SAG,220,227,447,0.49,0.51
ME_SCO,229,214,443,0.52,0.48
ME_TAU,153,165,318,0.48,0.52
ME_VIR,178,190,368,0.48,0.52
MO_AQU,191,180,371,0.51,0.49
MO_ARI,180,199,379,0.47,0.53
MO_CAN,190,191,381,0.5,0.5
MO_CAP,180,199,379,0.47,0.53
MO_GEM,182,188,370,0.49,0.51
MO_LEO,185,190,375,0.49,0.51
MO_LIB,208,169,377,0.55,0.45
MO_PIS,197,181,378,0.52,0.48
MO_SAG,181,198,379,0.48,0.52
MO_SCO,179,193,372,0.48,0.52
MO_TAU,159,214,373,0.43,0.57
MO_VIR,194,185,379,0.51,0.49
NE_AQU,978,1111,2089,0.47,0.53
NE_PIS,1248,1176,2424,0.51,0.49
NN_AQU,203,198,401,0.51,0.49
NN_ARI,193,210,403,0.48,0.52
NN_CAN,210,194,404,0.52,0.48
NN_CAP,185,220,405,0.46,0.54
NN_GEM,79,89,168,0.47,0.53
NN_LEO,203,199,402,0.5,0.5
NN_LIB,220,185,405,0.54,0.46
NN_PIS,181,221,402,0.45,0.55
NN_SAG,193,211,404,0.48,0.52
NN_SCO,211,192,403,0.52,0.48
NN_TAU,138,173,311,0.44,0.56
NN_VIR,210,195,405,0.52,0.48
PA_AQU,234,245,479,0.49,0.51
PA_ARI,210,219,429,0.49,0.51
PA_CAN,64,90,154,0.42,0.58
PA_CAP,313,304,617,0.51,0.49
PA_GEM,152,133,285,0.53,0.47
PA_LEO,93,118,211,0.44,0.56
PA_LIB,236,219,455,0.52,0.48
PA_PIS,239,290,529,0.45,0.55
PA_SAG,188,172,360,0.52,0.48
PA_SCO,171,195,366,0.47,0.53
PA_TAU,157,131,288,0.55,0.45
PA_VIR,169,171,340,0.5,0.5
PH_CAP,311,287,598,0.52,0.48
PH_SAG,1662,1709,3371,0.49,0.51
PH_SCO,253,291,544,0.47,0.53
PL_CAP,1637,1628,3265,0.5,0.5
PL_SAG,589,659,1248,0.47,0.53
SA_AQU,48,53,101,0.48,0.52
SA_CAN,219,255,474,0.46,0.54
SA_CAP,361,346,707,0.51,0.49
SA_LEO,259,295,554,0.47,0.53
SA_LIB,320,370,690,0.46,0.54
SA_SAG,370,339,709,0.52,0.48
SA_SCO,342,303,645,0.53,0.47
SA_VIR,307,326,633,0.48,0.52
SN_AQU,203,199,402,0.5,0.5
SN_ARI,220,185,405,0.54,0.46
SN_CAN,185,220,405,0.46,0.54
SN_CAP,210,194,404,0.52,0.48
SN_GEM,193,211,404,0.48,0.52
SN_LEO,203,198,401,0.51,0.49
SN_LIB,193,210,403,0.48,0.52
SN_PIS,210,195,405,0.52,0.48
SN_SAG,79,89,168,0.47,0.53
SN_SCO,138,173,311,0.44,0.56
SN_TAU,211,192,403,0.52,0.48
SN_VIR,181,221,402,0.45,0.55
SU_AQU,176,189,365,0.48,0.52
SU_ARI,178,190,368,0.48,0.52
SU_CAN,177,203,380,0.47,0.53
SU_CAP,192,187,379,0.51,0.49
SU_GEM,178,201,379,0.47,0.53
SU_LEO,183,196,379,0.48,0.52
SU_LIB,195,195,390,0.5,0.5
SU_PIS,191,172,363,0.53,0.47
SU_SAG,196,180,376,0.52,0.48
SU_SCO,202,180,382,0.53,0.47
SU_TAU,181,195,376,0.48,0.52
SU_VIR,177,199,376,0.47,0.53
UR_AQU,35,37,72,0.49,0.51
UR_ARI,1028,980,2008,0.51,0.49
UR_PIS,852,963,1815,0.47,0.53
UR_TAU,311,307,618,0.5,0.5
VE_AQU,151,167,318,0.47,0.53
VE_ARI,204,209,413,0.49,0.51
VE_CAN,155,158,313,0.5,0.5
VE_CAP,221,214,435,0.51,0.49
VE_GEM,242,283,525,0.46,0.54
VE_LEO,205,216,421,0.49,0.51
VE_LIB,193,169,362,0.53,0.47
VE_PIS,165,176,341,0.48,0.52
VE_SAG,180,143,323,0.56,0.44
VE_SCO,201,210,411,0.49,0.51
VE_TAU,158,154,312,0.51,0.49
VE_VIR,151,188,339,0.45,0.55
VS_AQU,186,173,359,0.52,0.48
VS_ARI,186,192,378,0.49,0.51
VS_CAN,241,256,497,0.48,0.52
VS_CAP,144,128,272,0.53,0.47
VS_GEM,186,227,413,0.45,0.55
VS_LEO,183,207,390,0.47,0.53
VS_LIB,159,153,312,0.51,0.49
VS_PIS,193,212,405,0.48,0.52
VS_SAG,185,240,425,0.44,0.56
VS_SCO,107,97,204,0.52,0.48
VS_TAU,301,238,539,0.56,0.44
VS_VIR,155,164,319,0.49,0.51
