PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
VS_ARI,37,30,67,0.55,0.45
VS_CAN,39,30,69,0.57,0.43
VS_CAP,74,72,146,0.51,0.49
VS_GEM,44,30,74,0.59,0.41
VS_LEO,36,50,86,0.42,0.58
VS_LIB,30,29,59,0.51,0.49
VS_PIS,33,28,61,0.54,0.46
VS_SAG,70,104,174,0.4,0.6
VS_SCO,40,20,60,0.67,0.33
VS_TAU,141,145,286,0.49,0.51
VS_VIR,70,83,153,0.46,0.54
