PlanetZodSign,buy,sell,daysN,BuyDays%,SellDays%
SA_VIR,311,318,629,0.49,0.51
SN_AQU,204,198,402,0.51,0.49
SN_ARI,191,214,405,0.47,0.53
SN_CAN,212,193,405,0.52,0.48
SN_CAP,193,211,404,0.48,0.52
SN_GEM,202,202,404,0.5,0.5
SN_LEO,189,209,398,0.47,0.53
SN_LIB,201,202,403,0.5,0.5
SN_PIS,187,218,405,0.46,0.54
SN_SAG,98,69,167,0.59,0.41
SN_SCO,142,116,258,0.55,0.45
SN_TAU,212,192,404,0.52,0.48
SN_VIR,223,178,401,0.56,0.44
SU_AQU,197,165,362,0.54,0.46
SU_ARI,206,162,368,0.56,0.44
SU_CAN,180,200,380,0.47,0.53
SU_CAP,189,189,378,0.5,0.5
SU_GEM,194,185,379,0.51,0.49
SU_LEO,190,189,379,0.5,0.5
SU_LIB,169,199,368,0.46,0.54
SU_PIS,177,186,363,0.49,0.51
SU_SAG,194,174,368,0.53,0.47
SU_SCO,183,178,361,0.51,0.49
SU_TAU,184,192,376,0.49,0.51
SU_VIR,191,183,374,0.51,0.49
UR_AQU,13,6,19,0.68,0.32
UR_ARI,1002,1007,2009,0.5,0.5
UR_PIS,931,880,1811,0.51,0.49
UR_TAU,308,309,617,0.5,0.5
VE_AQU,156,162,318,0.49,0.51
VE_ARI,213,200,413,0.52,0.48
VE_CAN,146,167,313,0.47,0.53
VE_CAP,233,197,430,0.54,0.46
VE_GEM,246,279,525,0.47,0.53
VE_LEO,219,202,421,0.52,0.48
VE_LIB,169,179,348,0.49,0.51
VE_PIS,190,151,341,0.56,0.44
VE_SAG,137,164,301,0.46,0.54
VE_SCO,207,188,395,0.52,0.48
VE_TAU,169,143,312,0.54,0.46
VE_VIR,169,170,339,0.5,0.5
VS_AQU,172,184,356,0.48,0.52
VS_ARI,178,200,378,0.47,0.53
VS_CAN,255,242,497,0.51,0.49
VS_CAP,133,138,271,0.49,0.51
VS_GEM,222,192,414,0.54,0.46
VS_LEO,214,176,390,0.55,0.45
VS_LIB,165,147,312,0.53,0.47
VS_PIS,206,199,405,0.51,0.49
VS_SAG,217,180,397,0.55,0.45
VS_SCO,86,93,179,0.48,0.52
VS_TAU,238,301,539,0.44,0.56
VS_VIR,168,150,318,0.53,0.47
